rank,bgg_id,name,year,complexity,min_time
24550,7710,Tip-It,1965,1.067,20
24553,12314,Newmarket,,1.000,
24559,265026,The Floor is Lava,2018,1.000,
24562,11561,Forgotten Axis: Murmansk 1941,1999,2.800,
24571,167465,Laser Cat Attack!,2014,1.500,
24572,15791,Alerta Roja,1986,1.700,
24585,50444,Pop to the Shops,,1.000,
24589,4460,Green Ghost,1965,1.000,30
24601,8097,Ten Commandments Bible Game,1960,1.167,150
24616,39145,GemBlo Pyramid,,1.833,5
24624,38678,Novem,2008,1.000,
24625,2322,Malefiz,1960,1.204,60
24627,282594,The Misery Index,2019,1.000,
24629,2429,Barnabas Collins Dark Shadows Game,1969,1.600,60
24634,345435,Fireball Island: Race to Adventure,2021,1.000,
24636,3758,Triopoly,1997,1.870,240
24638,240133,Soggy Doggy,2017,1.000,
24652,325179,What Do You Meme?: TikTok Edition,2020,,30
24653,11753,Nim,,1.500,
24658,272991,The Original Tiny Hands Challenge Game,2017,1.000,
24659,13944,Escape The Mad Mummy,2004,1.000,
24663,4779,Easy Money,1935,1.421,120
24677,246704,Mixtape,2018,1.000,
24690,369336,Herd,2022,1.000,
24693,101420,Ninety-Nine,,1.333,20
24697,120533,Redstone,2012,,45
24702,16990,Blue's Clues Game,1998,1.000,
24703,16232,Flying Hats,1890,1.000,10
24725,27675,Monster Maker,2007,1.000,
24739,2294,Flinch,1903,1.133,20
24741,22818,Tock 6,,1.000,60
24747,13239,Dragon Master,1987,1.125,
24748,16158,Wangaratta,1956,2.000,60
24748,220546,Speak Out: Kids vs Parents,2017,1.000,
24751,12043,Stadt - Land - Fluss,,1.167,15
24773,158947,Fantasy Dice Battles,,1.800,30
24787,21257,Eat It!,2007,1.000,
24788,265802,Crypt X,2020,3.000,480
24789,5729,Squadron Scramble,1942,1.000,10
24803,265316,Black Mirror: NOSEDIVE,2018,1.800,
24806,58698,Pickles to Penguins,2009,1.000,
24811,14146,Blow Football,1910,1.000,
24824,63898,UFO Attack,2010,,15
24826,2635,Finance and Fortune,1932,1.143,120
24827,5122,Charades,1550,1.109,30
24849,33169,The Wrong Game,2006,1.333,
24860,14000,Dog-opoly,,1.250,120
24860,16387,3D Tic Tac Toe,1953,1.200,1
24861,216659,Toilet Trouble,2016,1.000,
24864,67629,U-Build Connect 4,2010,2.000,
24865,15832,Cheat,,1.121,10
24869,2086,Elfer raus!,1925,1.111,30
24874,5675,The Rolling Moon,1959,1.125,30
24878,23308,Pirates of the Caribbean: Trading Card Game,2006,1.571,
24882,2426,Hit the Beach,1965,1.125,60
24887,2740,Jumbo Jet,1975,1.538,240
24889,294321,Baker Street: L'héritage de Sherlock Holmes,2019,1.000,
24901,193049,Mau Mau!!,,1.000,
24906,18399,Fan Tan,,1.286,25
24916,1730,Trap the Cap,1927,1.094,30
24919,6228,Rolling Thunder,1979,4.250,360
24921,3753,Estanciero,1937,2.000,60
24925,40514,Scrabble Apple,2009,1.333,
24927,10213,Fox and Geese,1400,1.478,20
24930,2766,Jeopardy!,1964,1.235,45
24930,67630,U-Build Sorry!,2010,1.000,
24933,15783,Whoville-opoly,2000,1.000,
24941,134255,Angry Birds: Star Wars – Jenga Death Star Game,2012,1.000,
24943,3886,Nine Men's Morris,-1400,1.818,20
24944,2484,Explore Europe,1954,1.385,30
24953,9921,Headache,1968,1.083,20
24965,6787,Deutschlandreise,1935,1.179,45
24965,11670,The Game of Authors,1861,1.030,5
24966,27443,Baccarat,1890,1.333,
24967,147112,Monopoly: My Little Pony,2013,1.000,
24972,92960,S'mores Card Game,2009,1.000,
24989,21389,Happy Families,1851,1.046,10
24993,24323,Yahtzee Turbo,2006,1.000,
24995,3074,Uncle Wiggily,1916,1.030,30
24996,17755,Schnipp Schnapp,1900,1.000,20
24999,108176,Over Under Game,2011,1.000,
25001,17106,Boxes,1889,1.585,15
25002,7262,Top Trumps,1968,1.048,20
25019,73288,Dumb Ass,2010,1.000,
25020,7972,Crocodile Pool Party,1968,1.290,30
25020,15393,Jacks,,1.107,1
25020,218358,Harry Potter: Magical Beasts Board Game,2016,1.000,
25034,173387,Urban Dictionary Game,2015,1.000,
25035,10502,Poker Dice,,1.263,10
25036,10625,Håtunaleken,1977,2.500,
25038,207274,Great Shakespearean Deaths: Card Game,2016,,20
25041,295924,Elf: Card Scramble,,1.000,90
25053,6474,L-Game,1968,1.929,10
25054,28650,The Transformers Game,1986,1.200,
25057,6798,Concentration,1958,1.556,30
25066,10400,Patience,1783,1.224,10
25068,22525,Schweine-Würfeln,,1.000,5
25070,331666,Zola,2021,1.667,
25077,8487,Ants in the Pants,1969,1.061,10
25079,22501,See Sek,,1.833,10
25081,6703,The Amazing Spider Man Game with the Fantastic Four!,1967,1.000,30
25081,238761,Get a Grip: The No Thumbs Challenge Game,2017,1.000,
25082,26617,Hatch: The Dragonology Card Game,2006,1.444,
25084,38558,Pogs,1920,1.278,1
25092,282080,Posing Pandas,2018,1.000,
25096,18755,Pie Face,1964,1.000,15
25106,11028,Lotto,1530,1.231,30
25107,42686,Pictureka! Flipper,2009,1.000,
25111,2770,Stay Alive,1965,1.206,30
25112,328053,Jumanji,2019,1.000,
25122,122499,Find It Deluxe Edition,2002,,
25122,123417,Bagatelle,1819,1.000,10
25122,240355,Tavern Trouble,2021,,8
25123,18679,Morgan's Revenge,1996,1.000,
25124,7308,Rock 'Em Sock 'Em Robots,1967,1.059,10
25130,11248,The Vampire Game,1986,1.286,
25132,9851,Shut the Box,1750,1.083,30
25132,40350,XLR8,2008,1.167,
25135,327883,Matador,,,
25143,1556,Tenjo,2001,3.647,360
25148,256406,"Monopoly: Warhammer 40,000",2018,1.000,
25149,6932,Hi Ho! Cherry-O,1960,1.025,10
25157,19915,Three Men's Morris,-1400,1.222,5
25158,9812,Gone Fishin',1890,1.000,10
25158,20028,"The Chronicles of Narnia The Lion, The Witch and The Wardrobe Game",2005,1.182,
25159,124160,The Strategy Game,,1.200,20
25171,13982,Sorry!: Pokémon,2000,1.000,
25181,19478,XIG: The Four Elements,2005,1.400,
25182,4888,Don't Break the Ice,1968,1.131,20
25184,3343,Go For Broke,1965,1.126,45
25184,5116,Kreskin's ESP,1967,1.000,10
25185,14459,Monopoly: New Zealand,1960,1.500,180
25187,13713,Solitaire,1687,1.505,15
25190,3728,Ker Plunk,1967,1.038,20
25191,4792,Tiddledy Winks,1888,1.097,10
25191,6546,Labyrinth,1940,1.308,20
25193,69796,The Price Is Right Game: DVD Edition,2005,1.000,
25195,2386,Chinese Checkers,1893,1.599,30
25196,133425,Quartett,,1.000,
25197,7584,Electric Football,1948,1.429,120
25198,5130,Afrikan tähti,1951,1.094,45
25206,21546,The Original Sudoku Game,2005,2.000,
25207,2785,Game of Goose,1587,1.062,20
25210,145764,Zero Hour: Survival Horror Card Game,2014,1.500,
25215,4149,Barrel of Monkeys,1965,1.056,10
25216,11017,Crazy Eights,,1.068,20
25217,337023,Dog Man: The Hot Dog Card Game,2020,1.000,
25218,10816,Blackjack,1700,1.474,30
25219,5894,Twister,1966,1.083,10
25219,14705,Totally Gross,2002,1.333,
25220,15549,Roulette,1796,1.123,1
25221,32828,The Really Nasty Golf Game,2007,1.667,
25222,6424,Pick Up Sticks,1850,1.042,10
25224,170674,Prison Run,2015,1.000,
25225,2799,Arabian Nightmare: The Kuwait War,1990,3.579,360
25226,2272,Aggravation,1962,1.200,45
25226,42785,Soccer Dice,,1.000,
25228,2679,Mouse Trap,1963,1.105,30
25229,10799,Old Maid,1874,1.046,5
25230,7682,Go Fish,,1.057,20
25231,3737,Operation,1965,1.114,10
25240,2425,Battleship,1931,1.212,30
25240,11901,Tic-Tac-Toe,-1300,1.281,1
25241,7316,Bingo,1530,1.040,60
25242,2136,Pachisi,400,1.189,30
25242,5048,Candy Land,1949,1.102,30
25242,188576,GG,2016,1.400,
25243,5432,Chutes and Ladders,-200,1.030,30
25251,2573,"Rivers, Roads & Rails",1969,1.154,30
25258,2083,Checkers,1150,1.730,30
25270,9079,Das kaufmännische Talent,1936,1.333,90
25271,39320,Potions,2008,1.250,
25277,6011,Disneyland Monorail Game,1960,1.000,20
25277,8784,Po-Ke-No,1930,1.048,10
25285,2921,The Game of Life,1960,1.167,60
25291,1406,Monopoly,1935,1.629,60
25296,23243,Pirate's Cove: Search for the Treasure Game,2005,1.000,
25298,15855,Resan,,1.000,
25300,246015,Hearing Things,2017,1.000,
25305,9082,Go Tell the Spartans,2003,2.800,240
25325,294969,Dog Man: Attack of The Fleas,2019,1.222,
25325,400859,The way to Juliet,,1.000,10
25326,24857,Deal or No Deal Card Game,2006,1.000,
25327,5051,"La Grande Armee: Campaigns of Napoleon, 1805-1815",1987,3.667,240
25334,136494,Jake and the Never Land Pirates: Who Shook Hook?,2012,1.000,
25353,67627,U-Build Mouse Trap,2010,1.000,
25366,194575,Loża Szyderców,2015,1.200,
25367,382194,The Great American Fox Hunt,2023,,5
25370,18657,Test Match,1955,1.000,30
25377,155582,ERA,,1.500,30
25382,89071,Saturday Night Live: The Game,2010,1.000,
25384,5546,Marbles,-3000,1.100,10
25401,7709,Hands Down,1964,1.062,10
25408,2253,Touring,1906,1.210,30
25408,11737,Curious George Match-a-Balloon Game,1957,1.000,10
25426,1648,Kan-U-Go,1934,1.500,30
25429,5253,Jack Straws,1888,1.000,10
25445,8689,Bunco,1855,1.077,45
25452,18905,Slap Jack,1934,1.000,30
25456,246345,Ninja Rush,2018,1.000,
25476,104287,Batanimo,,1.000,10
25494,367033,Wordle: The Party Game,2022,1.200,
25499,17520,The Game of Crown and Anchor,1850,1.200,10
25500,27296,The Game of Life: Fame Edition,2002,1.000,
25502,2485,Game of the States,1940,1.389,30
25503,67628,U-Build Battleship,2010,1.375,
25513,88957,Avatar: The Board Game,2010,1.333,
25519,38353,Monopol: Sverige,2008,1.000,
25523,3610,Word Power,1963,1.222,60
25526,359061,Rive,2010,,15
25548,4378,Cootie,1927,1.023,20
25550,315534,Goal 10,2019,1.000,
25563,3640,Spy Ring,1965,1.467,30
25571,17568,Magic Robot Quiz Game,1935,1.000,
25577,6898,Toss Across,1969,1.000,20
25606,12889,Steeplechase,1899,1.000,30
25611,302584,Guess Who?: Card Game,2018,1.000,
25627,12532,Abuse: The Final Insult,2004,1.273,
25643,7314,Mystery Date,1965,1.167,30
25645,148180,Fox and Hounds,,1.000,5
25649,23346,10,2006,1.714,
25649,230864,WTF: (What the Fish!),2017,1.000,
25653,12746,Dreidel,1500,1.000,10
25654,19378,Doctor Who: The Interactive Electronic Board Game,2005,1.375,
25654,20182,Maxi Yatzy,,1.000,30
25666,63901,Oh No... Zombies!,2009,1.200,
25668,137969,Geek Dice,2013,1.000,
25679,10712,Bondespelet,1953,1.524,90
25679,24105,The Da Vinci Code Game,2006,2.500,
25699,299654,Harry Potter: Potions Challenge Game,2019,,
25720,344017,Dodo,2021,1.500,
25731,12557,APBA Basketball,1965,3.000,
25736,10815,Craps,1125,1.791,20
25742,137168,Klugscheisser 2: Edition Krasses Wissen,,1.000,
25743,4041,Go to the Head of the Class,1936,1.212,45
25744,22042,Da Vinci's Challenge Card Game,2005,1.143,
25745,5015,Don't Spill the Beans,1957,1.148,10
25760,180740,Shopkins Supermarket Scramble Game,2014,1.000,
25761,70502,Doctor Who: The Time Wars Family Board Game,2010,1.800,
25763,12511,Artifact,2004,1.900,
25764,8499,Bowl and Score,1962,1.000,15
25768,5040,Operation Crusader: The 8th Army's Forgotten Victory,1991,3.600,240
25788,231082,Hatchimals CollEGGtibles EGGventure Game,2017,1.000,
25792,15852,Electro,1910,1.250,45
25819,20306,Brew-opoly,,1.333,120
25824,31615,Fred,2007,1.000,
25832,18574,Dark Force,1994,2.546,
25835,357973,Rift Valley Reserve,,1.000,20
25844,18618,Capitaly,1935,1.500,60
25859,39372,The Crazy Cat Lady Game,2008,1.000,
25862,2318,Scrabble Junior,1958,1.372,30
25879,8842,Eselspiel,,1.286,20
25887,281457,Manchukuo,,2.250,60
25891,368118,Hadron,2022,1.667,
25906,10793,"Civil War Classics, Volume 1: The Battles of Pea Ridge & Shiloh",1991,3.000,240
25908,8676,The Merry Game of Floundering,1952,1.000,20
25927,360266,Draft Cider,2022,1.000,
25933,416557,Circle Of Life: on the Savannah,2024,,20
25942,30947,Splice Pirateology Card Game,2007,1.500,
25956,89423,Garbage,,1.000,30
25958,242994,Onimaru,,2.500,60
25972,61916,Quelf Card Game,2009,1.333,
25992,251208,Game Box: Family Feud – Disney Edition,2016,1.000,
25993,2243,Yahtzee,1956,1.177,30
25997,27181,"1,000 Places to See Before You Die",2006,1.111,
26002,265832,WTF?,2017,1.167,
26007,187801,Star Wars Trivia Game,2015,1.000,
26010,213871,Yippie Yippie Yeti,2016,1.000,
26024,134815,The Hobbit: An Unexpected Journey – Adventure Board Game,2012,3.000,
26031,372811,BIKIDO,2022,,20
26033,6614,Finans,1949,2.062,60
26058,3645,History of the Second World War: Part 1 – Hitler Turns Against Russia,1985,2.375,360
26073,265297,Monopoly for Millennials,2018,1.000,
26081,392494,The Grand Siberian,2024,,45
26085,2303,Blast-Off!,1969,1.312,240
26110,31111,Picture Dominoes,,1.000,10
26118,37698,The Laughing Pig,1932,1.000,15
26123,213787,The Terminator: The Official Board Game,,1.000,
26128,4852,Armada: The War With Spain 1585-1604,1978,3.000,480
26137,30456,Touring England,1935,1.000,45
26148,21980,A Christmas Story Board Game,2005,1.000,
26157,59451,Candyland Sweet Celebration Game,2009,1.000,
26159,14708,Battle of the Sexes: IQ Test,2003,1.000,
26172,7473,Drag Strip!,1965,1.000,10
26172,19272,Go Fish!,1997,1.000,
26179,3584,World War 3: 1976-1984,1975,3.250,360
26190,17003,Snap,1866,1.125,10
26194,2407,Sorry!,1929,1.154,30
26198,250448,Relative Insanity,2018,1.000,
26209,6020,Borodino: Doomed Victory,1990,3.200,240
26219,172237,UNO Dare!,2014,1.000,
26220,214897,Mouthguard Challenge,2016,1.000,
26240,7688,Memory,1959,1.149,30
26241,404427,Mensch ärgere Dich nicht,1910,1.000,
26246,24782,The Amazing Race: DVD Board Game,2006,1.200,
26277,135801,The Hobbit: An Unexpected Journey – The Board Game,2012,1.000,
26283,13416,Tim Burton's The Nightmare Before Christmas Game,2004,1.143,
26289,154174,The Big Bang Theory: Rock! Paper! Scissors! Lizard! Spock! Dice Game,,1.167,30
26298,157581,Makin' Bacon,2012,1.000,
26300,24249,3D Action Snakes and Ladders,,1.000,10
26330,16398,War,,1.000,30
26336,9704,Cat-opoly,,1.400,60
26338,420517,Monumental Duel: Exploration,2024,,45
26341,221641,Wild Kratts Race Around the World,2015,1.000,
26361,376574,Splash Down,2022,,5
26371,24783,24 DVD Board Game,2006,1.000,
26396,89550,Battle of the Sexes: The Battle Continues,2008,1.400,
26400,11824,Spejle Æg,,1.000,15
26405,289363,Ms. Monopoly,2019,1.000,
26407,4040,Tri-Ominos,1965,1.379,30
26410,14538,Fei Xing Qi,,1.294,90
26416,258855,Stupid Deaths,2018,1.000,
26424,11370,The Civil War: The War That Pitted Brother Against Brother,1991,3.111,1200
26435,13447,Harry Potter and the Sorcerer's Stone The Game,2000,2.286,
26462,247493,Don't Step In It!,2017,1.000,
26502,420522,Monumental Duel: Espionage,2024,,45
26507,11863,Rock Paper Scissors,1968,1.000,
26515,9392,Nya Finans,,1.800,90
26536,203739,Evil Dead 2: The Official Board Game,,1.500,60
26540,99918,W.W.B,2011,3.000,
26569,286264,The Office: Downsizing Game,2019,1.667,
26608,4165,Spare Time Bowling,1940,1.083,60
26614,5650,Pass-out,1962,1.100,240
26657,420523,Monumental Duel: Trade,2024,,45
26666,1410,Trouble,1965,1.071,45
26667,152488,Funny or Die,2013,1.111,
26690,231954,Legends of the Hidden Temple,2017,1.250,
26691,27190,Battleships,1931,1.000,60
26696,10709,Tjuv och polis,1943,1.546,60
26758,240624,Overturn: Rising Sands,,,90
26865,18686,Gazdálkodj Okosan!,1960,1.250,45
