rank,bgg_id,name,g_index
2481,18399,Fan Tan,19
2481,18745,Sun Tzu,19
2481,19526,Elasund: The First City,19
2481,19600,Antike,19
2481,23142,Mag·Blast: Third Edition,19
2481,24800,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,19
2481,25951,The Castle of the Devil,19
2481,26997,1989: Dawn of Freedom,19
2481,27117,Animalia,19
2481,27364,Caylus Magna Carta,19
2481,29140,Tumblin-Dice Jr.,19
2481,29603,D-Day at Omaha Beach,19
2481,29934,Amyitis,19
2481,31159,Piratatak,19
2481,31545,Pow Wow,19
2481,34004,Big Points,19
2481,37141,Time's Up! Deluxe,19
2481,38287,Beep! Beep!,19
2481,38548,Fast Flowing Forest Fellers,19
2481,38996,Washington's War,19
2481,39242,Black Friday,19
2481,40354,Maria,19
2481,40819,Cheese Chasers,19
2481,40941,Hide the Kids!,19
2481,42105,Mixmo,19
2481,44163,Power Grid: Factory Manager,19
2481,55600,Shipyard,19
2481,55835,Ligretto Dice,19
2481,69552,Panic Station,19
2481,82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,19
2481,91534,Struggle for Catan,19
2481,96345,Black Stories: Funny Death Edition,19
2481,98242,Star Trek Deck Building Game: The Next Generation,19
2481,98527,Gloom of Kilforth: A Fantasy Quest Game,19
2481,104780,Hoppe Reiter,19
2481,111417,The Great Heartland Hauling Co.,19
2481,117915,Yedo,19
2481,123885,Pick-a-Dog,19
2481,126613,"Warhammer 40,000 (Sixth Edition)",19
2481,128185,Don't Rock the Boat,19
2481,138431,Galaxy Defenders,19
2481,139326,UGO!,19
2481,142325,Kobayakawa,19
2481,142326,Eight-Minute Empire: Legends,19
2481,144189,Fire in the Lake,19
2481,144728,Adventure Time Card Wars: Finn vs. Jake,19
2481,145645,Le Fantôme de l'Opéra,19
2481,146130,Coin Age,19
2481,146784,A Touch of Evil: Dark Gothic,19
2481,149809,Escape: Zombie City,19
2481,150293,The Ravens of Thri Sahashri,19
2481,150485,Cat Tower,19
2481,152241,Ultimate Werewolf,19
2481,155173,Subdivision,19
2481,155624,Specter Ops,19
2481,156180,Eggs and Empires,19
2481,156373,Chimera,19
2481,157413,New Bedford,19
2481,158991,Hannin Wa Odoru,19
2481,159503,The Captain Is Dead,19
2481,160418,Wing Leader: Victories 1940-1942,19
2481,163930,Abracada...What?,19
2481,164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",19
2481,169341,Birds of a Feather,19
2481,171662,Neanderthal,19
2481,173096,A Tale of Pirates,19
2481,173156,Timeline Challenge,19
2481,174078,Holmes: Sherlock & Mycroft,19
2481,174431,Wipers Salient,19
2481,175254,Apocrypha Adventure Card Game: Box One – The World,19
2481,176530,Xenon Profiteer,19
2481,181279,Fury of Dracula (Third/Fourth Edition),19
2481,181810,Kodama: The Tree Spirits,19
2481,181811,Tatsu,19
2481,182340,Star Trek: Frontiers,19
2481,183315,Tetrarchia,19
2481,187680,Quests of Valeria,19
2481,189052,Sea of Clouds,19
2481,192401,Dungeon Time,19
2481,192934,Colony,19
2481,193949,Star Trek: Ascendancy,19
2481,195372,Krazy Wordz: Nicht 100% jugendfrei,19
2481,197831,Dark Souls: The Board Game,19
2481,200847,Secrets,19
2481,201054,What's Up,19
2481,204493,Sakura Arms,19
2481,209578,"Little Bird, Big Hunger",19
2481,210232,Dungeon Degenerates: Hand of Doom,19
2481,210342,Timeline: British History,19
2481,210900,Topiary,19
2481,216403,Element,19
2481,217085,Unearth,19
2481,217321,Déjà Vu,19
2481,218074,Detective: City of Angels,19
2481,218126,Whozit?,19
2481,219430,Math Fluxx,19
2481,222988,Helionox: Deluxe Edition,19
2481,225910,Terrors of London,19
2481,229956,"Fort Sumter: The Secession Crisis, 1860-61",19
2481,231327,The Grizzled: Armistice Edition,19
2481,233896,Resident Evil 2: The Board Game,19
2481,235465,Karuba: The Card Game,19
2481,236360,Don't Drop the Soap,19
2481,237792,Rummikub Twist,19
2481,239942,Black Rose Wars,19
2481,242574,Century: Eastern Wonders,19
2481,246567,Big Monster,19
2481,247160,Dinosaur Tea Party,19
2481,247417,Solomon Kane,19
2481,251747,Atlantic Chase,19
2481,254018,Solenia,19
2481,256320,Fertility,19
2481,257769,Walking in Burano,19
2481,258148,Power Rangers: Heroes of the Grid,19
2481,258723,ToeShamBo,19
2481,261614,Unanimo Party,19
2481,262498,Puzzle Dungeon,19
2481,266188,Seven Bridges,19
2481,270970,Century: A New World,19
2481,271601,Feed the Kraken,19
2481,271869,Sushi Roll,19
2481,275870,TEAM3 GREEN,19
2481,275916,Cairn,19
2481,279869,Nine Tiles Panic,19
2481,280834,For Science!,19
2481,281442,Trismegistus: The Ultimate Formula,19
2481,281946,Aftermath,19
2481,283355,Dune,19
2481,285533,Miyabi,19
2481,285826,Ultra Tiny Epic Galaxies,19
2481,286295,Quantik,19
2481,288775,Fairy Trails,19
2481,289601,Combo Color,19
2481,294175,Cheese Thief,19
2481,295895,Distilled,19
2481,299571,Bandida,19
2481,301919,Pandemic: Hot Zone – North America,19
2481,306182,Bandada,19
2481,306637,Resident Evil 3: The Board Game,19
2481,310100,Nemesis: Lockdown,19
2481,318084,Furnace,19
2481,321539,A Game of Cat & Mouth,19
2481,322709,Ugly Gryphon Inn,19
2481,323262,Velonimo,19
2481,323898,Doom Machine,19
2481,325853,Don't L.L.A.M.A. Dice,19
2481,329939,Keystone: North America,19
2481,332686,John Company: Second Edition,19
2481,332772,Revive,19
2481,336986,Flamecraft,19
2481,340041,Kingdomino Origins,19
2481,341080,Warhammer Age of Sigmar (Third Edition),19
2481,342062,Artisans of Splendent Vale,19
2481,343526,G.I. JOE Deck-Building Game,19
2481,343905,Boonlake,19
2481,344789,Skytear Horde,19
2481,344839,Dog Lover,19
2481,351817,Marvel Zombies: A Zombicide Game,19
2481,352179,Astro Knights,19
2481,354570,Undaunted: Stalingrad,19
2481,355735,Hungry Monkey,19
2481,356033,Libertalia: Winds of Galecrest,19
2481,356996,The Border,19
2481,362452,Atiwa,19
2481,364766,MicroMacro: Crime City – All In,19
2481,373828,Galdor's Grip,19
2481,374145,Dungeon Pages: Core Set,19
2692,73,Show Manager,18
2692,277,Res Publica,18
2692,423,1856: Railroading in Upper Canada from 1856,18
2692,437,Master Labyrinth,18
2692,545,Kaleidos,18
2692,552,Bus,18
2692,574,Devil Take the Hindmost,18
2692,634,River Dragons,18
2692,804,Thunder Road,18
2692,833,For the People,18
2692,859,Illuminati,18
2692,915,Mystery of the Abbey,18
2692,932,Top Race,18
2692,1099,Downspin,18
2692,1245,Isis & Osiris,18
2692,1315,Africa,18
2692,1333,Boom-O,18
2692,1498,Paydirt,18
2692,1501,Masterpiece,18
2692,1674,Naval War,18
2692,1942,Foppen,18
2692,2570,Atlantic Star,18
2692,2770,Stay Alive,18
2692,2808,The Russian Campaign,18
2692,2843,Absacker,18
2692,3343,Go For Broke,18
2692,3632,Foodie Forest,18
2692,4218,O Zoo le Mio,18
2692,4862,Outburst!,18
2692,5707,Cuckoo Zoo,18
2692,6688,Ninety-Nine,18
2692,7553,Babylon,18
2692,7742,Confrontation,18
2692,7806,King Up!,18
2692,8790,Activity,18
2692,8920,BuyWord,18
2692,8944,Triple Yahtzee,18
2692,9440,Maharaja: The Game of Palace Building in India,18
2692,10527,Gyges,18
2692,11760,Knuckling Knights,18
2692,11825,Empire of the Sun,18
2692,12063,There's a Moose in the House,18
2692,12692,Gloom,18
2692,13875,Quoridor Kid,18
2692,14441,Kinder Bunnies: Their First Adventure,18
2692,15126,Advanced Squad Leader: Starter Kit #2,18
2692,16772,Mall of Horror,18
2692,17223,World of Warcraft: The Boardgame,18
2692,17530,Go Stop,18
2692,17855,Castle Keep,18
2692,18485,18MEX,18
2692,20832,Halli Galli Junior,18
2692,21641,Aquädukt,18
2692,22861,Feed the Kitty,18
2692,22950,Play Nine,18
2692,23817,1861: The Railways of the Russian Empire,18
2692,24304,Unspeakable Words,18
2692,24565,Magical Athlete,18
2692,25071,Munchkin Cthulhu,18
2692,30241,Patrician,18
2692,30367,Perry Rhodan: The Cosmic League,18
2692,30640,Rio,18
2692,30662,Travel Carcassonne,18
2692,31056,Micro Mutants: Evolution,18
2692,31479,Ubongo Extreme,18
2692,32154,Down Under,18
2692,34194,Aquaretto,18
2692,34496,World of Warcraft: Miniatures Game,18
2692,34887,Revolution!,18
2692,36522,2 de Mayo,18
2692,37296,Yahtzee Free for All,18
2692,37362,Robot Master,18
2692,37728,Rock the Beat,18
2692,41090,Magnate,18
2692,41860,Kangaroo,18
2692,42050,Eurobusiness,18
2692,42052,Vinhos,18
2692,42448,We Didn't Playtest This Either,18
2692,42920,UNO Moo!,18
2692,43152,Assyria,18
2692,47055,High Frontier,18
2692,54735,Lemming Mafia,18
2692,62230,Wild Blue Yonder,18
2692,66214,Samarkand: Routes to Riches,18
2692,67888,Lords of Scotland,18
2692,71882,Conquest of Planet Earth: The Space Alien Game,18
2692,72644,Perplexus,18
2692,79127,Star Trek: Fleet Captains,18
2692,87890,Prêt-à-Porter,18
2692,90870,Pelican Cove,18
2692,91620,Pastiche,18
2692,91817,City Square Off,18
2692,93185,Tetris Link,18
2692,93287,Final Fantasy Trading Card Game,18
2692,95386,Tem-Purr-A,18
2692,96628,Miscellaneous Game Compilation,18
2692,98315,The Adventurers: The Pyramid of Horus,18
2692,101865,Saga,18
2692,102275,Lord of the Rings: The Adventure Deck Game,18
2692,102940,Trophy Buck,18
2692,104020,Vanuatu,18
2692,104955,Antike Duellum,18
2692,111124,Dark Moon,18
2692,112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,18
2692,117838,Oz Fluxx,18
2692,118063,Android: Infiltration,18
2692,118418,Divinare,18
2692,119788,Hyperborea,18
2692,121073,Panic Lab,18
2692,121764,Plato 3000,18
2692,124390,"Goblins Drool, Fairies Rule!",18
2692,124545,Town Center,18
2692,124839,Hoplomachus: The Lost Cities,18
2692,125752,Race! Formula 90,18
2692,128412,Bohn to Be Wild!,18
2692,128721,Crisis,18
2692,131646,Merchant of Venus (Second Edition),18
2692,134520,Phantom Leader: Deluxe Edition,18
2692,135116,Rent a Hero,18
2692,136056,Asante,18
2692,140865,Agent Hunter,18
2692,141008,Carcassonne Big Box 2,18
2692,142239,Vye: The Card Game of Capture and Control,18
2692,143185,Smash Up: The Obligatory Cthulhu Set,18
2692,145014,Cardline: Globetrotter,18
2692,145308,Marrying Mr. Darcy,18
2692,145642,The Cards of Cthulhu,18
2692,145659,Scoville,18
2692,148290,Longhorn,18
2692,148319,Tragedy Looper,18
2692,150146,Rattlebones,18
2692,151004,Smash Up: Science Fiction Double Feature,18
2692,151347,Millennium Blades,18
2692,152959,The Settlers of Catan,18
2692,154086,Gold West,18
2692,155463,DC Deck-Building Game: Forever Evil,18
2692,155873,Power Grid Deluxe: Europe/North America,18
2692,156496,March of the Ants,18
2692,160081,Dungeon Saga: Dwarf King's Quest,18
2692,161866,Zombicide Season 3: Rue Morgue,18
2692,162007,Steampunk Rally,18
2692,162286,Super Motherload,18
2692,162378,Holiday Fluxx,18
2692,163277,Cardline: Dinosaurs,18
2692,163929,Coconuts Duo,18
2692,165838,Space Hulk (Fourth Edition),18
2692,165877,Spellcaster,18
2692,166571,Tramways,18
2692,168274,Mistfall,18
2692,171630,Drakon (Fourth Edition),18
2692,171672,Why First?,18
2692,171879,Kraftwagen,18
2692,172881,Quartz,18
2692,173105,The Great War,18
2692,173761,Telestrations After Dark,18
2692,174219,Time's Up! Kids,18
2692,174476,10' to Kill,18
2692,175640,Vinhos: Deluxe Edition,18
2692,176083,Hit Z Road,18
2692,176920,Mission: Red Planet (Second Edition),18
2692,177249,The Manhattan Project: Chain Reaction,18
2692,177965,Rush & Bash,18
2692,178209,Adventure Time Fluxx,18
2692,184287,Frantic,18
2692,186302,Die Fiesen 7,18
2692,188188,Complots,18
2692,191597,Dale of Merchants 2,18
2692,191612,Skies Above the Reich,18
2692,192547,Go Cuckoo!,18
2692,192701,Final Touch,18
2692,193428,Street Fighter: The Miniatures Game,18
2692,195296,Scuttle!,18
2692,199182,Commands & Colors Tricorne: The American Revolution,18
2692,199723,"UltraQuest: Gold, Ruhm! und Ehre!",18
2692,201921,Tiny Epic Quest,18
2692,203411,Word Slam,18
2692,206480,Imperial Struggle,18
2692,206939,Do De Li Do,18
2692,206940,Carcassonne: Amazonas,18
2692,207951,Tintas,18
2692,208480,Wordsy,18
2692,208895,New York Slice,18
2692,209660,Dungeon Alliance,18
2692,212281,Village Attacks,18
2692,212346,Shadows of Brimstone: Forbidden Fortress,18
2692,212765,Songbirds,18
2692,216201,Robo Rally,18
2692,216597,Flatline,18
2692,217083,LYNGK,18
2692,217335,111 Ants,18
2692,217353,Assembly,18
2692,218050,Hotshots,18
2692,218530,Tortuga 1667,18
2692,222145,Lucidity: Six-Sided Nightmares,18
2692,222643,The Lady and the Tiger,18
2692,223779,Pocket Mars,18
2692,229791,Triplock,18
2692,231748,Time Bomb Evolution,18
2692,232918,Fallout,18
2692,232980,Dream On!,18
2692,235817,Space Explorers,18
2692,240843,Maiden's Quest,18
2692,242529,Medium,18
2692,242740,Magic Maze Kids,18
2692,243759,Hellboy: The Board Game,18
2692,244691,UNO: Minecraft,18
2692,245710,Blossoms,18
2692,247104,Blitz Bowl,18
2692,247694,TEAM3 PINK,18
2692,250458,Gùgōng,18
2692,253399,Journal 29: Interactive Book Game,18
2692,254591,Heroes of Terrinoth,18
2692,255664,The Binding of Isaac: Four Souls,18
2692,256569,Castle Rampage,18
2692,256788,Detective Club,18
2692,256999,Project: ELITE,18
2692,257759,The River,18
2692,258074,Volfyirion,18
2692,259066,Commands & Colors: Samurai Battles,18
2692,259345,Snail Sprint!,18
2692,262341,TTMC: Tu te mets combien?,18
2692,264476,Rangers of Shadow Deep,18
2692,265204,Pocket Landship,18
2692,268890,Proving Grounds,18
2692,269257,Chartae,18
2692,270143,Kōhaku,18
2692,270168,Tuki,18
2692,271319,Las Vegas Royale,18
2692,274735,13 Sheep,18
2692,276779,Micro City (Second Edition),18
2692,277700,Merchants Cove,18
2692,277927,Bites,18
2692,278292,Anachrony: Infinity Box,18
2692,281073,Cat Lady: Premium Edition,18
2692,281152,On the Underground: London/Berlin,18
2692,281417,Hoarders,18
2692,281960,Kingdomino Duel,18
2692,283792,SpaceShipped,18
2692,283863,The Magnificent,18
2692,284189,Foundations of Rome,18
2692,285192,Destinies,18
2692,285967,Ankh: Gods of Egypt,18
2692,287754,Warhammer Underworlds: Beastgrave,18
2692,288080,Dice Realms,18
2692,290484,Unsettled,18
2692,293207,Eila and Something Shiny,18
2692,294275,Way of the Samurai,18
2692,295488,Andor: The Family Fantasy Game,18
2692,295785,Euthia: Torment of Resurrection,18
2692,297569,Spicy Dice,18
2692,299659,Clash of Cultures: Monumental Edition,18
2692,299684,Khôra: Rise of an Empire,18
2692,300305,Nanga Parbat,18
2692,302212,Sebastian Fitzek Safehouse Würfelspiel,18
2692,311988,Frostpunk: The Board Game,18
2692,312251,Curious Cargo,18
2692,312959,Rallyman: DIRT,18
2692,313010,Cosmic Encounter: 42nd Anniversary Edition,18
2692,316632,La Marche du Crabe,18
2692,322045,Cartographers Heroes: Collector's Edition,18
2692,322289,Darwin's Journey,18
2692,322656,burncycle,18
2692,324413,Doomlings,18
2692,324759,Aleph Null,18
2692,324884,Monster 12,18
2692,328575,Ragnarocks,18
2692,330538,All on 1 Card,18
2692,331212,Aeon's End: Legacy of Gravehold,18
2692,331224,Zombicide: Undead or Alive,18
2692,334986,Daybreak,18
2692,337627,Voidfall,18
2692,338467,Zuuli,18
2692,341164,Exploding Minions,18
2692,341416,High Score,18
2692,342857,"Air, Land, and Sea: Critters at War",18
2692,344114,Bag of Chips,18
2692,344415,Trek 12: Amazonia,18
2692,345972,Cat in the Box: Deluxe Edition,18
2692,351913,Tiletum,18
2692,354886,Quacks & Co.: Quedlinburg Dash,18
2692,354892,That's Pretty Clever! Kids,18
2692,359211,The Old Prince 1871,18
2692,360471,Aquamarine,18
2692,362505,One Piece Card Game,18
2692,369548,After Us,18
2692,370164,Fun Facts,18
2692,371535,Chicken!,18
2692,379005,The Lord of the Rings Adventure Book Game,18
2692,399378,For One: Galaktix,18
2981,14,Basari,17
2981,26,Age of Renaissance,17
2981,99,Fortress America,17
2981,137,Pass the Bomb,17
2981,259,Atlantic Storm,17
2981,321,The Mole in the Hole,17
2981,631,Daytona 500,17
2981,872,M,17
2981,1041,San Marco,17
2981,1372,Rise of the Luftwaffe,17
2981,1420,Monopoly Express,17
2981,1513,The Republic of Rome,17
2981,1602,The Royal Game of Ur,17
2981,1692,Spoons,17
2981,1705,Slapshot,17
2981,1899,13 Dead End Drive,17
2981,1910,Venice Connection,17
2981,2125,Amazons,17
2981,2379,Guesstures,17
2981,2669,Frog Juice,17
2981,3190,Quixo,17
2981,3318,Heave Ho!,17
2981,3864,Mechwarrior: Dark Age,17
2981,4079,What's My Word?,17
2981,4249,Trias,17
2981,4453,Statis Pro Basketball,17
2981,4491,Cave Troll,17
2981,4493,Kayanak,17
2981,4553,Attribute,17
2981,4853,Tripoley,17
2981,5336,Talisman (Third Edition),17
2981,5668,Mini Mastermind,17
2981,5781,"Edel, Stein & Reich",17
2981,7307,Cranium: Hullabaloo,17
2981,7320,Elefun,17
2981,9090,My First UNO,17
2981,11081,Familienbande,17
2981,11330,Jass,17
2981,11670,The Game of Authors,17
2981,12131,42,17
2981,12291,Animal Party,17
2981,13005,Dance of Ibexes,17
2981,13166,Let's Go Fishin',17
2981,14039,Flix Mix,17
2981,14808,Marvel Heroes,17
2981,15318,Palazzo,17
2981,15410,Walk the Dogs,17
2981,15510,Tower of Babel,17
2981,17419,CATAN 3D Collector's Edition,17
2981,17449,Beowulf: The Legend,17
2981,18098,Napoleon's Triumph,17
2981,18258,Mission: Red Planet,17
2981,18723,"Aye, Dark Overlord! The Red Box",17
2981,19646,Cowabunga,17
2981,19679,Hordes,17
2981,19969,Truco,17
2981,22111,Double or Nothing,17
2981,22198,Great Wall of China,17
2981,22348,Duplik,17
2981,23604,The World Cup Game,17
2981,24658,Avanti mare!,17
2981,24878,AT-43 Initiation Set: Operation Damocles,17
2981,25261,Tannhäuser,17
2981,28259,Cutthroat Caverns,17
2981,28805,The Lord of the Rings: Strategy Battle Game,17
2981,30380,Cuba,17
2981,31552,Wings of War: Deluxe Set,17
2981,32382,Gipsy King,17
2981,33451,The Red Dragon Inn 2,17
2981,34375,Go Nuts!,17
2981,35342,Hold the Line,17
2981,35570,Tinners' Trail,17
2981,36241,Israeli Independence: The First Arab-Israeli War,17
2981,36399,The Napoleonic Wars (Second Edition),17
2981,36739,Black Sheep,17
2981,37919,Ascending Empires,17
2981,38343,Ad Astra,17
2981,38387,Los Banditos,17
2981,38823,Conflict of Heroes: Storms of Steel! – Kursk 1943,17
2981,40508,Scrabble Slam!,17
2981,40667,Ring-O Flamingo,17
2981,41002,Vasco da Gama,17
2981,41066,Virgin Queen,17
2981,41863,Axis & Allies: 1942,17
2981,42673,Field Commander: Napoleon,17
2981,45748,Carcassonne: Wheel of Fortune,17
2981,56885,The Werewolves of Miller's Hollow: The Village,17
2981,59223,Diego Drachenzahn,17
2981,61692,Axis & Allies: Europe 1940,17
2981,64675,Schweinebande,17
2981,67178,Water Lily,17
2981,67919,The Message,17
2981,68264,No Retreat! The Russian Front,17
2981,72420,Braggart,17
2981,72991,Asara,17
2981,81250,Stich-Meister,17
2981,83196,Pig 10,17
2981,84464,Animal Upon Animal: Balancing Bridge,17
2981,86073,5 Second Rule,17
2981,87632,Escape of the Dead Minigame,17
2981,90474,Gold!,17
2981,91080,Andean Abyss,17
2981,93001,IceDice,17
2981,93594,Keezbord,17
2981,94480,Pantheon,17
2981,98918,Bios: Genesis,17
2981,102435,Navajo Wars,17
2981,111105,Agents of SMERSH,17
2981,111799,Cuba Libre,17
2981,112844,Swintus 2.0,17
2981,113289,Snake Oil,17
2981,115233,Rory's Story Cubes: Voyages,17
2981,118000,Africana,17
2981,118610,Santa Cruz,17
2981,121015,Tea Time,17
2981,121410,Steam Park,17
2981,126444,The Hobbit Card Game,17
2981,126996,King's Forge,17
2981,129051,Le Havre: The Inland Port,17
2981,130552,Warhammer: The Game of Fantasy Battles (8th Edition),17
2981,130899,12 Days,17
2981,131287,Panamax,17
2981,133535,Foosball tabletop soccer,17
2981,140863,Council of Verona,17
2981,141791,Piñata,17
2981,142854,Infection: Humanity's Last Gasp,17
2981,143515,Coal Baron,17
2981,144415,Nauticus,17
2981,144797,Argent: The Consortium,17
2981,145501,Fun Farm,17
2981,147431,Cubist,17
2981,149361,Hapsburg Eclipse,17
2981,149910,Six Making,17
2981,150605,Candy Chaser,17
2981,152757,Doodle Quest,17
2981,152765,Thunderstone Advance: Worlds Collide,17
2981,153097,Heroes Wanted,17
2981,153709,Pyramix,17
2981,154458,Akrotiri,17
2981,154905,Brew Crafters: Travel Card Game,17
2981,155255,Pax Pamir,17
2981,156719,Dino Race,17
2981,158356,Dark Horse,17
2981,158392,Stay Away!,17
2981,158976,Ascension: Year One Collector's Edition,17
2981,160018,Smash Up: Monster Smash,17
2981,160044,"Warhammer 40,000 (Seventh Edition)",17
2981,161926,Dead Drop,17
2981,163413,Murano,17
2981,163805,Transatlantic,17
