rank,bgg_id,name,g_index
4003,9852,Clue Jr.: The Case of the Missing Cake,14
4003,10496,Camelot Legends,14
4003,10520,Tyrus,14
4003,11396,Dragon Master,14
4003,12325,Perpetual Commotion,14
4003,12350,Battlestations,14
4003,13507,WINK,14
4003,13551,Oltre Mare,14
4003,14032,Finders Keepers!,14
4003,15600,Kreta,14
4003,15839,Bonaparte at Marengo,14
4003,16144,Fruit Spy,14
4003,17054,Pegs and Jokers,14
4003,17075,Giza,14
4003,17851,Pizza Box Football,14
4003,18985,Battleground,14
4003,19914,Hexxagon,14
4003,20079,Pacific Typhoon,14
4003,20542,Advanced Squad Leader: Starter Kit #3,14
4003,20734,Corsair Leader,14
4003,21464,California,14
4003,21709,Jericho,14
4003,22143,EastFront: The War in Russia 1941-45 – Second Edition,14
4003,23334,Doodle Dice,14
4003,24318,UNO Spin,14
4003,25097,Die Maus: Mausefalle,14
4003,25277,Richard III: The Wars of the Roses,14
4003,25462,German Whist,14
4003,25623,Mmm ... Brains!,14
4003,26235,Pick & Pack,14
4003,27363,Danger 13,14
4003,27870,Toss Your Cookies,14
4003,27948,Beppo der Bock,14
4003,28044,Pocket Civ,14
4003,28238,Kitty Bitty,14
4003,28258,Ubongo Mini,14
4003,31111,Picture Dominoes,14
4003,31821,Goita,14
4003,32288,Dou Dizhu,14
4003,32466,Kogworks,14
4003,32989,Axis Empires: Totaler Krieg!,14
4003,33088,Chabyrinthe,14
4003,33495,Time's Up! Édition purple,14
4003,34745,Battleship Express,14
4003,35173,Pop the Pig,14
4003,35435,Nefertiti,14
4003,35546,Aronda,14
4003,36745,Simply Ingenious,14
4003,37376,Gem Dealer,14
4003,38032,Byzanz,14
4003,38275,Robotory,14
4003,38872,Jet Set,14
4003,38992,Royal Palace,14
4003,39217,Fighting Formations: Grossdeutschland Motorized Infantry Division,14
4003,40209,RAF: The Battle of Britain 1940,14
4003,40444,Livingstone,14
4003,41490,Phantom Leader,14
4003,42207,Super Circles,14
4003,42651,Airborne in My Pocket,14
4003,43262,Neuroshima Hex! Duel,14
4003,55165,Bisikle,14
4003,55829,Axis & Allies: Pacific 1940,14
4003,56294,Jungle Speed: Rabbids,14
4003,59576,Weiß Schwarz,14
4003,60579,Poo: The Card Game,14
4003,66781,Space Infantry,14
4003,68182,Isla Dorada,14
4003,72225,CO₂,14
4003,72800,RoadZters,14
4003,75789,Mai-Star,14
4003,76247,Eaten by Zombies!,14
4003,83040,Leader 1: Hell of the North,14
4003,83157,"Engine, Engine No. 9",14
4003,83629,The Hobbit,14
4003,84088,Fauna Junior,14
4003,86246,Drum Roll,14
4003,89403,Big Five,14
4003,91873,Strasbourg,14
4003,92319,Olympos,14
4003,96749,Fading Glory,14
4003,97751,Hit the Throttle!,14
4003,97915,Bios: Megafauna,14
4003,99081,Bears!,14
4003,99097,Food Fight,14
4003,99312,Feudality,14
4003,100679,Ultimate Warriorz,14
4003,102181,In a Grove,14
4003,107255,Evo (Second Edition),14
4003,109801,Sticky Stickz,14
4003,109969,Mutant Meeples,14
4003,114871,For The Win,14
4003,118174,Compounded,14
4003,118402,Maharani,14
4003,118536,Police Precinct,14
4003,120605,Neuroshima: Convoy,14
4003,126239,Twin Tin Bots,14
4003,127518,A Distant Plain,14
4003,128445,Darkest Night,14
4003,129320,Castle Dice,14
4003,129469,Card of the Dead,14
4003,132717,Words with Friends,14
4003,133637,Temple Run: Danger Chase,14
4003,133671,A Fool's Fortune,14
4003,136117,The Walking Dead Card Game,14
4003,136416,Mountain 53,14
4003,137931,Nada!,14
4003,138195,City Blocks,14
4003,139991,Fresco: Big Box,14
4003,140603,Francis Drake,14
4003,142121,Guildhall: Job Faire,14
4003,142197,The Phantom Society,14
4003,143401,Yunnan,14
4003,144036,Diamonsters,14
4003,144468,Jungle Speed: Safari,14
4003,145203,Prosperity,14
4003,145888,CapCom Street Fighter Deck-Building Game,14
4003,145976,Talon,14
4003,146818,Cappuccino,14
4003,147009,Zombie Kidz,14
4003,147253,The Ancient World,14
4003,150364,Dig Down Dwarf,14
4003,152359,Machiavelli,14
4003,153422,Gardens,14
4003,153425,North Wind,14
4003,154003,Pagoda,14
4003,154173,7 Ronin,14
4003,154259,Province,14
4003,154600,Desperados of Dice Town,14
4003,154633,Clue,14
4003,156878,tummple!,14
4003,157789,Pandemic: Contagion,14
4003,157917,The Lord of the Ice Garden,14
4003,158256,Last One Lost,14
4003,159209,Bucket King 3D,14
4003,160964,Star Wars: Empire vs. Rebellion,14
4003,161138,Dragon Run,14
4003,161882,Irish Gauge,14
4003,162041,Ninja Taisen,14
4003,162114,Hamsterbacke,14
4003,163377,Rolling Japan,14
4003,165662,Haru Ichiban,14
4003,165948,Mangrovia,14
4003,167270,Medina (Second Edition),14
4003,168054,Grifters,14
4003,168230,The Supershow,14
4003,168609,"Artifacts, Inc.",14
4003,171479,Commissioned,14
4003,172662,Seven7s,14
4003,172737,High Frontier (Third Edition),14
4003,172996,The King Is Dead,14
4003,174837,Sol: Last Days of a Star,14
4003,175878,504,14
4003,178054,A Study in Emerald (Second Edition),14
4003,179245,World Championship Russian Roulette,14
4003,180179,Siggil,14
4003,180771,Teenage Mutant Ninja Turtles: Shadows of the Past,14
4003,180899,Ponzi Scheme,14
4003,181289,Terra Mystica: Big Box,14
4003,181293,Alien Artifacts,14
4003,181501,Peloponnes Card Game,14
4003,183264,Spookies,14
4003,183959,Latice,14
4003,184824,Gaslands: Post-Apocalyptic Vehicular Combat,14
4003,185196,Rising 5: Runes of Asteros,14
4003,187653,Covert,14
4003,189294,Yeti,14
4003,189350,Starving Artists,14
4003,189660,XenoShyft: Dreadmire,14
4003,189848,Munchkin Marvel,14
4003,191285,Less: Like Chess but Less!,14
4003,191982,Knit Wit,14
4003,193557,Android: Mainframe,14
4003,193651,Bohemian Villages,14
4003,193737,Star Trek Panic,14
4003,194028,Rabbit Rally,14
4003,194100,Costa Rica,14
4003,194789,10 Minute Heist: The Wizard's Tower,14
4003,195454,NUT,14
4003,195484,Ominoes,14
4003,195560,Wasteland Express Delivery Service,14
4003,197572,Warhammer Quest: Silver Tower,14
4003,197760,Ghost Blitz: Spooky Doo,14
4003,198287,Legends of Andor: The Last Hope,14
4003,199076,Warmachine Prime Mk III,14
4003,199780,Looterz,14
4003,200057,Pioneer Days,14
4003,201046,Dice of Crowns,14
4003,202477,Bananagrams Party,14
4003,203828,"13 Minutes: The Cuban Missile Crisis, 1962",14
4003,204175,Batman: The Animated Series Dice Game,14
4003,204516,878 Vikings: Invasions of England,14
4003,205057,Word Domination,14
4003,206844,Fold-it,14
4003,207207,Glüx,14
4003,207687,Endangered Orphans of Condyle Cove,14
4003,209001,Monster Lands,14
4003,209222,Drachenturm,14
4003,210008,Off the Rails,14
4003,211454,VOLT,14
4003,211534,Bears vs Babies,14
4003,212376,Stroop,14
4003,213492,Pyramids,14
4003,214032,Founders of Gloomhaven,14
4003,214234,Tank Duel: Enemy in the Crosshairs,14
4003,214484,HEXplore It: The Valley of the Dead King,14
4003,214910,Tiki,14
4003,215437,Codex: Card-Time Strategy – Core Set,14
4003,215613,Tao Long: The Way of the Dragon,14
4003,217398,Path of Light and Shadow,14
4003,217780,Gentes,14
4003,218025,The Little Flower Shop,14
4003,218293,Rise to Nobility,14
4003,218395,Sine Tempore,14
4003,219100,UBOOT: The Board Game,14
4003,221769,Bios: Megafauna (Second Edition),14
4003,223742,Colourbrain,14
4003,224031,Cartagena,14
4003,224986,Mascotas,14
4003,225214,Legendary Forests,14
4003,225818,Mini Rails,14
4003,228133,Crystal Clans,14
4003,228766,A4 Quest,14
4003,228943,Barbaria,14
4003,230262,Time's Up! Party Edition,14
4003,230553,Dragon Ball Super Card Game,14
4003,230968,Panic Island!,14
4003,231854,Twin Stars: Adventure Series I,14
4003,232090,Doodle Rush,14
4003,232595,Skulk Hollow,14
4003,232824,Caper,14
4003,232829,The Wizard Always Wins,14
4003,232831,Super Mario Bros. Power Up Card Game,14
4003,232974,Paco Ŝako,14
4003,233149,Pulp Detective,14
4003,234105,Hippo,14
4003,234396,Muse,14
4003,234521,Necromunda: Underhive,14
4003,234711,Christmas Tree,14
4003,235014,Sorcerer City,14
4003,235252,GoTown,14
4003,235451,GROWL,14
4003,236272,Echidna Shuffle,14
4003,238360,El Castillo del Terror,14
4003,238510,Farkle,14
4003,240465,CIV: Carta Impera Victoria,14
4003,240855,Lockup: A Roll Player Tale,14
4003,241987,Dual Powers: Revolution 1917,14
4003,242324,Stew,14
4003,242343,Siege Storm,14
4003,244216,Shark Bite,14
4003,245222,Squadro,14
4003,245444,Holding On: The Troubled Life of Billy Kerr,14
4003,246816,Tales of Glory,14
4003,249277,Brazil: Imperial,14
4003,249590,Nevsky: Teutons and Rus in Collision 1240-1242,14
4003,249703,Gentes: Deluxified Edition,14
4003,249746,Nanty Narking,14
4003,251723,Zombicide: Dark Side,14
4003,252432,Zoo Break,14
4003,254088,Gravity Superstar,14
4003,254386,Raccoon Tycoon,14
4003,254713,The Artemis Project,14
4003,255507,Orbis,14
4003,255594,Ship Shape: It's a Smuggler's Bounty!,14
4003,256852,Aliens: Another Glorious Day in the Corps,14
4003,256918,Cerberus,14
4003,256998,Robin Wood,14
4003,257284,Timeline: Classic,14
4003,258309,First Contact,14
4003,260298,The Table Is Lava,14
4003,261831,Avocado Smash!,14
4003,262733,Reichbusters: Projekt Vril,14
4003,264806,We're Doomed!,14
4003,265285,Queenz: To Bee or Not to Bee,14
4003,265402,In the Hall of the Mountain King,14
4003,265752,Exceed: Street Fighter – Ryu Box,14
4003,265785,Rune,14
4003,266966,Dice Throne: Season Two – Gunslinger v. Samurai,14
4003,269623,Unicorn Glitterluck: Cloud Stacking,14
4003,270293,Gorinto,14
4003,270677,Knaster,14
4003,271088,Ishtar: Gardens of Babylon,14
4003,271528,Bees: The Secret Kingdom,14
4003,273814,Deliverance,14
4003,274049,Nope!,14
4003,274075,The Quest Kids,14
4003,274450,Last Aurora,14
4003,274533,Throw Throw Burrito,14
4003,275564,Maximum Apocalypse: Legendary Edition,14
4003,276161,MOON,14
4003,277017,Color Brain: Disney Edition,14
4003,277699,A Fistful of Meeples,14
4003,279014,Teenage Mutant Ninja Turtles: Turtle Power Card Game,14
4003,280107,Kami,14
4003,280480,Crystal Palace,14
4003,280748,Escape the Dark Sector,14
4003,280896,Foodies,14
4003,281258,Sub Terra II: Inferno's Edge,14
4003,282131,Monster Baby Rescue!,14
4003,284054,Smoothies,14
4003,284760,Disney Villainous: Evil Comes Prepared,14
4003,285265,Rune Stones,14
4003,286109,Hierarchy,14
4003,287591,Storytailors,14
4003,288424,Blue Banana,14
4003,291511,Medici: The Dice Game,14
4003,292564,Back to the Future: Dice Through Time,14
4003,295788,Plakks,14
4003,296577,Red Flag Over Paris,14
4003,297570,2Can,14
4003,297978,Mariposas,14
4003,298166,Hungry Hamsters,14
4003,298562,Minigolf Designer,14
4003,299933,Dice Flick,14
4003,299946,Eiyo,14
4003,300192,Twilight Struggle: Red Sea – Conflict in the Horn of Africa,14
4003,300683,Meeple Land,14
4003,300725,Ripple Rush,14
4003,300993,¡Extinción!,14
4003,301257,Maglev Metro,14
4003,302388,Back to the Future: Back in Time,14
4003,302917,King of 12,14
4003,304987,Sock Monsters,14
4003,306481,Tawantinsuyu: The Inca Empire,14
4003,306494,Rolling Village,14
4003,313841,Lunar Base,14
4003,316624,Stationfall,14
4003,317504,Mandala Stones,14
4003,318983,Faiyum,14
4003,320677,Noch mal!: Kids,14
4003,321608,Hegemony: Lead Your Class to Victory,14
4003,321641,Merchants of Magick: A Set a Watch Tale,14
4003,322010,Enchanted Plumes,14
4003,322560,Maeshowe: an Orkney Saga,14
4003,322696,An Otter Won,14
4003,324467,Hey Yo,14
4003,324639,The Road,14
4003,325401,Beyond the Rift: A Perdition's Mouth Card Game,14
4003,325414,Happy Little Dinosaurs,14
4003,325635,Unmatched: Little Red Riding Hood vs. Beowulf,14
4003,326934,Unmatched: Hell's Kitchen,14
4003,329551,Mosaic: A Story of Civilization,14
4003,331259,Sleeping Gods: Kickstarter Edition,14
4003,332321,ALIEN: Fate of the Nostromo,14
4003,337787,Summer Camp,14
4003,338468,Paperback Adventures,14
4003,341519,The Light in the Mist,14
4003,341914,Froggies,14
4003,342135,É Top!?: Variedades,14
4003,344338,Cuphead: Fast Rolling Dice Game,14
4003,344685,Go Goa,14
4003,347112,Secret Identity,14
4003,347521,Blitzkrieg!: World War Two in 20 Minutes,14
4003,347900,Tin Helm,14
4003,351040,Ready Set Bet,14
4003,351810,Viking See-Saw,14
4003,352375,Baby Dinosaur Rescue,14
4003,354729,Wonder Woods,14
4003,355224,Isle of Trains: All Aboard,14
4003,356039,Volto,14
4003,356133,Quirky Circuits: Penny & Gizmo's Snow Day!,14
4003,356414,Space Station Phoenix,14
4003,358000,Birds of a Feather: Western North America,14
4003,358816,Rear Window,14
4003,359318,Foxy,14
4003,360153,Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man,14
4003,364343,Strands,14
4003,366023,Marvel Zombies: Heroes' Resistance,14
4003,371636,Wildtails: A Pirate Legacy,14
4003,373167,20 Strong,14
4003,379625,Elawa,14
4003,393325,Captain Flip,14
4003,399374,For One: Kniffel,14
4003,399375,For One: Schwarze Rosen,14
4436,2,Dragonmaster,13
4436,84,Rommel in the Desert,13
4436,124,Primordial Soup,13
4436,147,Crude: The Oil Game,13
4436,194,Groo: The Game,13
4436,249,Lifeboats,13
4436,310,Wizard's Quest,13
4436,313,Big Boss,13
4436,363,Cat Blues,13
4436,364,Samarkand,13
4436,369,5ive Straight,13
4436,379,Express,13
4436,404,Worm Up!,13
4436,458,Sherlock Holmes: The Card Game,13
4436,497,Vampire,13
4436,499,Arbos,13
4436,637,The Stock Car Championship Racing Card Game,13
4436,655,Castle,13
4436,720,Fast Food Franchise,13
4436,730,Breakout: Normandy,13
4436,756,Black Vienna,13
4436,782,"Win, Place & Show",13
4436,827,Attila,13
4436,831,Schrille Stille,13
4436,941,Turbo Taxi,13
4436,963,The Gardens of the Alhambra,13
4436,1017,Fresh Fish,13
4436,1036,Speculation,13
4436,1042,Dragon's Gold,13
4436,1150,Lionheart,13
4436,1330,Savannah Café,13
4436,1439,Penguin Pile-Up,13
4436,1444,SPQR,13
4436,1744,Monster Mash,13
4436,1982,Black Spy,13
4436,2094,4 First Games,13
4436,2259,Afrika Korps,13
4436,2557,Castle Risk,13
4436,2581,Kismet,13
4436,2612,18AL,13
4436,2629,Ramses II,13
4436,2781,My Word!,13
4436,2938,Zatre,13
4436,2968,Ka-Ching!,13
4436,3270,Lamarckian Poker,13
4436,3348,Santa Fe Rails,13
4436,3931,Mare Nostrum,13
4436,3972,Catan: Portable Edition,13
4436,3986,Battle for Germany,13
4436,4031,Jungle,13
4436,4257,Elephant's Trunk,13
4436,4324,Risk: The Lord of the Rings,13
4436,4386,Fanorona,13
4436,4454,Statis Pro Football,13
4436,4564,Blue & Gray: Four American Civil War Battles,13
4436,4610,Lord of the Rings: The Duel,13
4436,4746,Dungeons & Dragons Computer Labyrinth Game,13
4436,4991,Apples to Apples Kids,13
4436,5082,Rush Hour,13
4436,5195,The Farming Game,13
4436,6191,Xe Queo!,13
4436,6205,Europe Engulfed: WWII European Theatre Block Game,13
4436,6420,Cranium Cadoo,13
4436,6778,The Settlers of Zarahemla,13
4436,7480,"Sword of Rome: Conquest of Italy, 362-272 BC",13
4436,7803,O'NO 99,13
4436,7989,Spooks,13
4436,8017,Feurio!,13
4436,8045,Princes of the Renaissance,13
4436,8128,Atta Ants,13
4436,8553,Cannon,13
4436,8804,Stoner Fluxx,13
4436,9855,Strat-O-Matic Pro Basketball,13
4436,10140,The Scrambled States of America: Deluxe Edition,13
4436,10815,Craps,13
4436,11730,Diam,13
4436,12071,Second Season Pro Football Game,13
4436,12194,Munchkin Bites!,13
4436,12318,Typo,13
4436,12477,Bootleggers,13
4436,12761,Ys,13
4436,13017,Animal Olympics,13
4436,13089,Wie ich die Welt sehe...,13
4436,13164,Mastermind for Kids,13
4436,13223,The Best of Chronology,13
4436,14940,Figure It,13
4436,15033,Australia,13
4436,15121,Exago,13
4436,15953,Wings of War: Burning Drachens,13
4436,15954,Conquest of Paradise,13
4436,16142,Geisterwäldchen,13
4436,16499,Architekton,13
4436,17003,Snap,13
4436,17166,Clout Fantasy,13
4436,17181,Stad - Land - Rivier,13
4436,17274,Attacktix Battle Figure Game: Star Wars,13
4436,17465,Cowboys: The Way of the Gun,13
4436,18103,Tien Len,13
4436,18460,Lock 'n Load: Band of Heroes,13
4436,18699,EinStein würfelt nicht!,13
4436,19918,No Stress Chess,13
4436,19947,Ark,13
4436,20082,Pecunia non olet: Geld stinkt nicht,13
4436,20966,Queen of the Cupcakes,13
4436,21293,Celtica,13
4436,21920,Leonardo da Vinci,13
4436,22038,Warrior Knights,13
4436,22244,Toppo,13
4436,22287,Buccaneer,13
4436,22303,Celebrities,13
4436,22399,MixUp,13
4436,22465,On the Dot,13
4436,22664,Phase 10 Masters Edition,13
4436,23010,Risk: 40th Anniversary Collector's Edition,13
4436,23094,Planet Steam,13
4436,23679,"Warriors of God: The Wars of England & France, 1135-1453",13
4436,23757,NHL Ice Breaker: The Card Hockey Board Game,13
4436,24568,Rumis+,13
4436,24770,Quietville,13
4436,25196,Rummikub Six Player,13
4436,25204,UNO: Cars,13
4436,25584,If Wishes Were Fishes!,13
4436,26859,Kragmortha,13
4436,27389,Smart Ass,13
4436,27766,Die Siedler von Catan: Junior,13
4436,27848,Age of Conan: The Strategy Board Game,13
4436,27938,Tortuga,13
4436,28218,Cash-a-Catch,13
4436,29017,Dschungelschatz,13
4436,29602,Okko: Era of the Asagiri,13
4436,29663,Star Fleet Battles: Captain's Edition Basic Set,13
4436,30179,Inside,13
4436,30804,Song of Blades and Heroes: Revised Edition,13
4436,30932,Lascaux,13
4436,31483,Constantinopolis,13
4436,31575,The Eye of Judgment,13
4436,31759,BattleTech: Introductory Box Set,13
4436,31971,Burgoo,13
4436,32666,Wealth of Nations,13
4436,32928,Mü and Lots More,13
4436,34001,Burgen Land,13
4436,34227,Blox,13
4436,34943,Double Shutter,13
4436,35350,Field Commander: Alexander,13
4436,35572,Strozzi,13
4436,35812,Wild Vikings,13
4436,38718,Normandy '44,13
4436,39332,Tasso,13
4436,39339,Android,13
4436,39383,Frontline: D-Day,13
4436,39710,Tien Zi Que,13
4436,40491,Verflixxt! kompakt,13
4436,40550,Star Trek Customizable Card Game (Second Edition),13
4436,40769,Valdora,13
4436,40935,Zoowaboo,13
4436,41123,Pirate Versus Pirate,13
4436,41372,Zombie in My Pocket,13
4436,41833,Creationary,13
4436,42006,Glücks-Piraten,13
4436,42498,Ambagibus,13
4436,42892,The Isle of Doctor Necreaux,13
4436,42898,Pocket Battles: Celts vs. Romans,13
4436,42929,Martian Rails,13
4436,43530,Party Alias,13
4436,46007,A Brief History of the World,13
4436,51197,Hippos & Crocodiles,13
4436,57163,Gonzaga,13
4436,59753,Priests of Ra,13
4436,61470,Phase 10 Master,13
4436,63897,Shave a Sheep,13
4436,65087,Beyblade,13
4436,65334,Flash Duel,13
4436,66047,Fast Lane,13
4436,66193,It Happens..,13
4436,66437,Souvlaki Wars,13
4436,66798,Heckmeck Barbecue,13
4436,66896,American Carrom,13
4436,67038,Charly,13
4436,67181,PIX,13
4436,67239,Catan Histories: Settlers of America – Trails to Rails,13
4436,69318,Perpetual-Motion Machine,13
4436,69851,Aliens: This Time It's War,13
4436,71655,Wok Star,13
4436,73316,Magnum Sal,13
4436,75165,De Vulgari Eloquentia,13
4436,76203,RRR,13
4436,79131,Star Trek: Expeditions,13
4436,80933,Sandwich,13
4436,84772,"Sun, Sea & Sand",13
4436,86156,Reverse Charades,13
4436,87904,Trivial Pursuit: Master Edition,13
4436,89918,Mount Drago,13
4436,92190,Super Dungeon Explore,13
4436,92643,Artus,13
4436,94365,Sultans of Karaya,13
4436,96152,Nightfall: Martial Law,13
4436,96704,Fealty,13
4436,96713,Deadwood,13
4436,96792,The Road to Canterbury,13
4436,99358,Stonewall Jackson's Way II: Battles of Bull Run,13
4436,99808,Pizza Theory,13
4436,100795,Micro Monsters,13
4436,101930,Carnival,13
4436,104376,Bonbons,13
4436,104377,TSCHAK!,13
4436,108157,Kalimambo,13
4436,109291,Sails of Glory,13
4436,111732,Kings of Air and Steam,13
4436,113324,Dungeon Delver,13
4436,114031,Copycat,13
4436,114228,Little Circuit,13
4436,117707,Wanzen tanzen,13
4436,117992,Shrimp,13
4436,118568,Ubongo! Junior,13
4436,123536,GOSU 2: Tactics,13
4436,123587,Triominos Challenge,13
4436,124668,The Dwarves,13
4436,124954,Color Addict,13
4436,125061,Super Tooth,13
4436,126100,Mythos Tales,13
4436,127312,Enigma,13
4436,127839,"Mage Tower, A Tower Defense Card Game",13
4436,127981,Dungeon Heroes,13
4436,128063,Uchronia,13
4436,128568,(Your Name Here) and the Argonauts,13
4436,128666,BANG! 10th Anniversary,13
4436,129122,Band of Brothers: Ghost Panzer,13
4436,129351,The Cave,13
4436,129904,Shadows over Camelot: The Card Game,13
4436,130999,Diavolo,13
4436,131493,Secret Code 13+4,13
4436,131788,Game Over,13
4436,133632,Mythotopia,13
4436,134157,Guilds of London,13
4436,135812,Knot Dice,13
4436,136279,Kreuzwort,13
4436,136587,Ninja Dice,13
4436,137744,Tessen,13
4436,137933,Dicht dran,13
4436,139131,Hoplomachus: Rise of Rome,13
4436,139992,Kaosball: The Fantasy Sport of Total Domination,13
4436,141430,Geek Out!,13
4436,143176,Steam Works,13
4436,143484,Florenza: The Card Game,13
4436,144041,Patchistory,13
4436,144579,Pizza Party,13
4436,144955,Murder in Greenrock Village: Theatre,13
4436,145371,Three Kingdoms Redux,13
4436,145842,Monopoly Empire,13
4436,146221,Forge War,13
4436,147170,El Grande Decennial Edition,13
4436,147614,Crazy Time,13
4436,147883,Lost Legacy: Hyakunen Senso to Ryu no Miko,13
4436,149241,Assault on Doomrock,13
4436,149746,My Little Pony: Collectible Card Game,13
4436,154825,Arkwright,13
4436,154902,Diner,13
4436,155460,The Hobbit: An Unexpected Journey Deck-Building Game,13
4436,156091,Sons of Anarchy: Men of Mayhem,13
4436,156138,Happy Pigs,13
4436,156175,Championship Formula Racing,13
4436,156442,Asking for Trobils,13
4436,158572,Waggle Dance,13
4436,159633,Start Player Express,13
4436,159910,The King of Frontier,13
4436,160784,Fidelitas,13
4436,161849,Land 6,13
4436,161943,Chosŏn,13
4436,162009,The U.S. Civil War,13
4436,162093,I Hate Zombies,13
4436,162263,Temporum,13
4436,163154,Falling Sky: The Gallic Revolt Against Caesar,13
4436,164158,SHH,13
4436,164917,Bananagrams WildTiles,13
4436,165628,HINT,13
4436,165872,Liberty or Death: The American Insurrection,13
4436,165967,Great War Commander,13
4436,166972,Bubble Bath Bunny,13
4436,167698,Magic: The Gathering – Arena of the Planeswalkers,13
4436,169794,Haspelknecht: The Story of Early Coal Mining,13
4436,171419,My First Bohnanza,13
4436,171964,The Order of Vampire Hunters,13
4436,172162,Da Luigi,13
4436,172310,Kakerlaloop,13
4436,172480,Roar! Catch the Monster,13
4436,173003,Brix,13
4436,173294,DC Comics Dice Masters: War of Light,13
4436,173460,Dark Dealings,13
4436,173634,The Red Dragon Inn 5: The Character Trove,13
4436,175222,Lost Legacy: Third Chronicle – Sacred Grail & Staff of Dragons,13
4436,176262,Fleet Wharfside,13
4436,176544,Automania,13
4436,177197,Ekö,13
4436,177499,WWE Superstar Showdown,13
4436,177802,Smash Up: It's Your Fault!,13
4436,177875,The Last Spike,13
4436,179217,Wonky,13
4436,179933,Agility,13
4436,180592,Steam Time,13
4436,180937,Nut Job,13
4436,181523,Snowblind: Race for the Pole,13
4436,181761,Plums,13
4436,181796,The Prodigals Club,13
4436,181797,Inhabit the Earth,13
4436,182694,Watson & Holmes,13
4436,183572,Dungeons & Dragons Dice Masters: Faerûn Under Siege,13
4436,183949,Aloha Pioha,13
4436,184522,Dead Last,13
4436,185589,Islebound,13
4436,186265,Minecraft Card Game?,13
4436,186323,Tavarua,13
4436,186701,Burger Up,13
4436,186721,Healthy Heart Hospital,13
4436,186995,Doctor Who: Time of the Daleks,13
4436,187353,Marvel Dice Masters: Civil War,13
4436,188164,B-17 Flying Fortress Leader,13
4436,188178,Draconis Invasion,13
4436,188181,Avignon: A Clash of Popes,13
4436,188614,Simon's Cat Card Game,13
4436,189067,Cavern Tavern,13
4436,189504,Звёздные войны: Тайное вторжение (Star Wars: Secret Invasion),13
4436,191095,Scoundrel,13
4436,191177,Space Race: The Card Game,13
4436,191972,Dynasties: Heirate & Herrsche,13
4436,192185,Matryoshka,13
4436,192297,America,13
4436,192945,Coal Baron: The Great Card Game,13
4436,193122,Stir Fry Eighteen,13
4436,194032,Dragon Rapid Fire,13
4436,194194,Pędzące Ślimaki,13
4436,194723,Mask of Anubis,13
4436,194923,Techno Bowl: Arcade Football Unplugged,13
4436,195137,Catacombs (Third Edition),13
4436,197409,The Heroes of Kaskaria,13
4436,197786,Say my Name,13
4436,198110,Kreus,13
4436,198832,Legends Untold: Weeping Caves Novice Set,13
4436,199383,Calimala,13
4436,199793,Dokmus,13
4436,200058,Harvest,13
4436,200430,Elevenses for One,13
4436,200726,Rocky Road à la Mode,13
4436,202564,Cookie Box,13
4436,202755,Guildhall Fantasy: Fellowship,13
4436,202982,Scrawl,13
4436,203759,The Walking Dead: No Sanctuary,13
4436,204734,Stick Stack,13
4436,205072,Disney Eye Found It!: Hidden Picture Card Game,13
4436,205185,Einstein: His Amazing Life and Incomparable Science,13
4436,205317,DOOM: The Board Game,13
4436,205907,Runewars Miniatures Game,13
4436,205961,Travelin',13
4436,207310,Infected,13
4436,207330,Hellas,13
4436,207338,Dungeon Rush,13
4436,207991,Quodd Heroes,13
4436,210065,SLAPZI,13
4436,210274,Petrichor,13
4436,210908,Rail Pass,13
4436,212027,Balloon Pop!,13
4436,215463,Tokyo Highway,13
4436,216578,Half-Pint Heroes,13
4436,216632,Tournament at Camelot,13
4436,216725,Villages of Valeria: Deluxe Kickstarter Edition,13
4436,217362,Frogriders,13
4436,218376,Direwild,13
4436,218479,Cerebria: The Inside World,13
4436,218804,Imaginarium,13
4436,218995,Santo Domingo,13
4436,219621,Walk the Plank: Deluxe Edition,13
4436,219708,Professor Evil and The Citadel of Time,13
4436,220203,Purrrlock Holmes: Furriarty's Trail,13
4436,220784,The Legend of the Cherry Tree that Blossoms Every Ten Years,13
4436,221155,Donning the Purple,13
4436,223278,The Palace of Mad King Ludwig,13
4436,223360,¡Cobardes!,13
4436,223952,Boast or Nothing,13
4436,224794,Carreau,13
4436,224894,Michael Strogoff,13
4436,225569,Geek Out! Masters,13
4436,226312,Button Men: Beat People Up,13
4436,226454,Miaui,13
4436,227515,Riverboat,13
4436,228328,Rurik: Dawn of Kiev,13
4436,228660,Betrayal at Baldur's Gate,13
4436,229240,Ancestree,13
4436,229370,Rescue Polar Bears: Data & Temperature,13
4436,229741,Shadows in Kyoto,13
4436,230085,Agra,13
4436,230751,Carcassonne für 2,13
4436,230765,Side Effects,13
4436,231038,Dreamscape,13
4436,231197,Raxxon,13
4436,231962,Krazy Wordz,13
4436,232437,Schollen Rollen,13
4436,233262,Tidal Blades: Heroes of the Reef,13
4436,233973,Huns,13
4436,234834,Apocalypse au Zoo de Carson City,13
4436,235555,Bios: Origins (Second Edition),13
4436,236248,Small Islands,13
4436,236484,Facecards,13
4436,238638,Castell,13
4436,241488,Where's Mr. Wolf?,13
4436,242684,Reavers of Midgard,13
4436,245271,Forbidden Sky,13
4436,245994,The Dead Eye,13
4436,246150,Arraial,13
4436,247236,Duelosaur Island,13
4436,249233,Filler,13
