,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
27,28,3886,7431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,6,,,,,,,,,,,,,,,17,20,,,,,,,,,,,,,96,11,3133,6,,,,,,,,,10,954,5,16,272,39,12,13,,,62,11,100,21,,,302,41,,,,,3,4,,,,,,,,,,,,,32,37,,,,,,,,,,,589,2,,,,,,,,,,,,,,,598,14,114,48,,,,,,,,,,,,,12,41,,,,,,,9,2,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,36,7,8,69,11,,,,,,,,,,,,,,,,,,,183,27,,,,,1020,3,,,143,3,182,42,,,,,,,,,,,,,,,,,54,7,10,12,,,,,5,12,,,,,37,37,,,,,,,,,,,,,,,,,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,43
28,29,2952,7101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,8,,,,,,,,,,,,,120,9,715,31,,,,,,,,,3569,27,4,20,793,21,,,3,11,,,104,19,,,585,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,,,,,,,,,434,23,20,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,22,,,68,12,,,,,,,,,,,,,,,,,,,,,,,,,146,25,,,,,102,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,2398,6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,69,,,,,,,,,5750,18,7,12,99,64,,,,,,,12,70,,,323,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,42,,,,,,,,,,,,,,,,,,,,,,,34,51,,,,,,,,,,,180,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,46,,,,,,,,,,,,,,,,,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,6819,6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,19,3928,3,,,,,,,,,1273,71,7,13,84,69,,,,,,,21,49,,,187,62,,,,,,,,,,,,,,,,,,,47,28,,,,,,,,,,,,,,,,,,,,,,,2,5,,,113,58,56,64,,,,,,,,,,,,,10,46,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,63,51,,,15,34,,,,,,,,,,,,,,,,,,,441,12,,,,,31,50,,,,,164,45,,,,,,,,,,,,,,,,,20,13,,,,,,,,,,,,,66,26,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,41
31,32,39856,6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,8,,,,,,,,,,,,,,,29,12,,,,,,,54,18,,,,,5,59,503,43,,,,,,,,,1783,56,,,927,19,,,,,,,,,,,727,18,,,,,,,,,,,,,,,,,,,160,14,,,,,,,,,,,122,13,,,,,,,,,,,,,,,672,10,,,,,,,,,,,,,,,22,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,,,,,,,,,,,,,,,,,,,196,24,,,,,,,,,,,778,17,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,28
32,33,4192,6299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,,85,15,,,,,34,22,1652,13,,,,,,,,,2,993,,,280,37,,,,,,,62,30,,,329,36,,,,,,,,,,,,,5,4,,,,,17,44,,,,,,,,,,,74,21,,,,,,,,,,,,,,,590,16,576,19,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,24,,,,,,,,,,,,,,,,,,,,,,,154,28,,,,,,,,,,,2092,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,20,,,,,,,,,,,,,,,,,,,,,,,31,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,2386,6040,,,,,,,,,,,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,30,,,,,,,19,31,,,,,20,27,204,75,,,,,,,,,2342,41,3,25,1956,7,,,,,,,47,33,,,243,50,,,,,,,,,,,,,,,,,,,54,27,,,,,,,,,,,27,32,,,,,,,,,,,,,,,207,40,,,,,,,,,,,,,,,41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,89,10,,,,,,,,,,,,,,,,,,,68,36,,,,,109,29,,,,,8,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,30,,,,,,,,,,,26,10,,,,,,,,,,,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,450,12
34,35,1111,5558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,,,,,,,,,,,,,,,643,36,,,,,44,7,,,3491,30,,,507,26,,,,,,,,,,,205,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,1917,5527,,,,,,,,,,,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,29,,,,,,,16,34,,,,,90,12,391,50,,,,,,,,,2556,38,4,17,293,36,,,1,12,45,14,32,42,,,249,48,,,,,,,,,,,,,,,,,,,111,18,,,,,,,,,,,,,,,,,,,,,,,,,,,67,82,,,,,,,,,,,,,,,36,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,10,,,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,51,,,,,,,,,,,,,,,,,1,37,,,,,,,,,,,,,31,41,,,,,,,,,,,,,,,,,,,,,,,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,10
36,37,2921,5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,56,,,,,,,,,,,,,,,334,53,,,,,,,,,3271,33,,,,,,,,,,,,,,,275,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,13,,,,,,,,,,,,,65,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,18011,5010,,,,,,,,,,,43,10,,,,,,,,,,,,,,,1,5,,,,,,,23,3,,,,,,,,,11,33,,,,,,,32,22,,,,,,,165,86,,,,,,,,,2102,45,4,22,670,24,7,16,,,,,7,96,,,105,82,,,,,,,,,,,,,,,,,,,36,34,78,4,,,,,,,,,20,35,,,,,11,16,,,,,,,,,51,94,705,15,,,,,,,,,,,,,22,28,,,,,,,6,3,,,,,,,,,,,,,,,6,4,,,,,13,7,,,,,,,,,,,,,50,57,6,11,7,37,,,,,,,,,,,,,,,,,,,59,39,,,,,192,22,,,,,420,26,,,,,,,,,,,,,13,8,9,4,6,18,,,,,,,,,,,,,23,47,,,,,13,6,,,,,,,,,,,27,21,,,,,19,20,,,3,2,,,,,45,9,,,,,,,,,,,,,,,,,,,,,,,,
38,39,30549,4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,29,,,,,10,40,228,68,,,,,,,,,3566,28,,,,,,,,,,,,,,,205,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,53,255,29,,,,,,,,,,,,,5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,37,,,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,1602,4703,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,39,,,,,,,,,,,,,3,71,270,59,,,,,,,,,3742,25,,,149,51,,,,,,,,,,,114,77,,,,,,,,,,,,,,,,,,,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,95,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,47,,,,,,,,,,,,,,,,,,,,,,,79,32,,,,,69,35,,,,,,,,,,,,,,,,,,,,,1,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,51
40,41,28,4609,,,,,,,,,,,258,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,74,,,,,,,,,1821,54,,,272,38,,,,,,,19,52,,,167,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,14,,,,,,,,,174,44,1530,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,55,,,,,,,,,,,,,,,,,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,2785,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,,,17,28,192,76,,,,,,,,,524,123,4,19,2179,6,,,6,7,,,10,79,,,517,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,20,26,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,12,,,,,,,,,,,,,,,,,,,2,1,,,32,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,40,60
42,43,2281,4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,35,,,,,,,,,,,,,,,,,,,,,,,,,2785,36,,,1195,15,,,,,,,,,,,260,46,,,,,,,,,,,,,,,,,,,42,29,,,,,,,,,,,,,,,,,,,,,,,,,,,208,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,2399,4461,,,,,,,,,,,34,13,,,,,,,7,5,,,,,,,,,14,17,,,,,,,,,2,7,,,,,18,19,,,,,,,31,24,,,,,,,155,89,,,,,,,,,2372,40,8,9,391,30,,,,,13,19,15,60,,,118,74,,,,,,,,,,,,,,,,,,,36,33,,,,,,,,,,,37,28,,,,,,,,,,,,,,,91,70,171,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,20,,,,,,,,,1,7,,,,,,,,,,,,,56,42,,,,,108,30,,,6,12,370,28,,,,,,,,,,,,,,,1,6,11,14,,,,,,,,,,,,,14,56,,,,,,,,,,,,,,,,,8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,31
44,45,483,4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,53,,,,,,,,,,,,,8,44,179,82,,,,,,,,,2920,34,,,62,80,,,,,,,21,47,,,213,54,,,,,,,,,,,,,,,,,,,11,46,,,,,,,,,,,,,,,,,,,,,,,4,4,,,114,57,453,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,60,,,19,31,,,,,,,,,,,,,,,,,,,20,66,,,,,35,46,,,,,162,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,51,,,,,,,,,,,,,,,,,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,49
45,46,2407,4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,202,,,,,,,,,4247,23,,,24,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,1258,4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,27,,,,,,,806,27,,,,,,,,,3451,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,12745,4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,204,,,,,,,,,310,181,,,3770,2,,,,,,,,,,,75,102,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,13713,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,46,,,,,,,,,,,,,54,15,673,34,,,,,,,,,1308,70,,,356,31,,,1,14,,,28,44,,,582,25,,,,,,,,,,,,,,,,,,,24,39,,,,,,,,,,,13,39,,,,,,,,,,,2,6,,,166,46,186,37,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,33,,,,,353,12,,,,,125,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,45,,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,27
49,50,11733,4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,90,,,,,,,6,1,796,92,,,,,,,,,,,,,,,190,61,,,,,,,,,,,,,,,,,,,,,,,,,288,2,,,,,14,38,,,,,,,,,,,,,,,2550,3,53,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,54,4,,,,,53,5,,,,,3,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,5894,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,59,,,,,,,,,,,,,,,274,58,,,,,,,,,1827,53,,,227,43,,,,,,,44,36,,,220,53,,,,,,,,,,,,,,,,,,,33,36,,,,,,,,,,,,,,,,,,,,,,,,,,,207,41,247,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,14,,,,,499,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34,,,,,,,,,,,,,,,,,20,24,,,,,31,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,47
51,52,4112,4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,,,,,,,,,15,30,230,66,,,,,,,,,1998,48,2,37,355,32,,,1,13,49,13,,,,,168,64,,,,,,,,,,,,,,,,,,,40,31,,,,,,,,,,,,,,,,,19,15,,,,,,,,,134,52,85,56,,,,,,,,,,,,,45,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,58,,,21,30,,,,,,,,,,,,,,,,,,,241,19,,,,,307,16,,,,,156,48,,,,,,,,,,,,,,,,,7,16,,,,,,,,,,,,,10,67,,,,,,,,,,,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,33
52,53,3955,3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,27,,,,,,,4,56,,,,,,,157,88,,,,,,,,,1485,64,,,227,42,,,,,,,,,,,386,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,23,,,,,,,,,,,,,,,792,9,,,,,,,,,,,,,,,162,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,,,,,,,,,,,113,54,,,,,,,,,,,,,,,,,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,19
53,54,41114,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,11634,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625,26,,,,,,,,,,,,,,,26,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,61
55,56,36218,3656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,68,,,,,,,32,23,,,,,7,47,675,33,,,,,,,,,1644,61,,,56,84,,,,,,,34,39,,,161,69,,,,,,,,,,,,,,,,,,,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,71,80,667,17,,,,,,,,,,,,,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,48,,,17,33,,,,,,,,,,,,,,,,,,,22,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,38
56,57,34848,3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,76,784,29,,,,,,,,,2395,39,,,166,45,,,,,,,9,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,69,71,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,53
57,58,9209,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,45,,,,,,,,,,,,,31,24,255,61,,,,,,,,,1954,50,,,26,105,,,,,6,22,70,26,,,1,398,,,,,,,,,,,,,,,,,,,20,41,,,,,,,,,,,12,40,,,,,,,,,,,,,,,304,32,143,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,182,26,1,19,55,15,,,,,,,,,,,,,,,,,,,68,37,,,,,,,,,,,216,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,,,,,,,,,,,8,14,,,,,,,,,,,,,,,,,,,,,9,16,,,,,,,,,,,,,,,,,,,,,,,,
58,59,68448,3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,61,,,,,,,,,,,,,12,38,230,67,,,,,,,,,2169,44,,,,,,,,,,,,,,,456,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,45,40,76,,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,77,,,,,,,,,2,5,,,,,,,,,,,,,39,47,,,,,10,68,,,,,57,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,1293,3102,,,,,,,,,,,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,42,,,,,,,11,38,,,,,,,174,83,,,,,,,,,2273,42,,,156,48,,,,,,,25,45,,,116,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,46,,,,,,,,,,,,,,,,,,,,,,,32,53,,,,,34,47,,,,,95,62,,,,,,,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,61,1269,2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,20,,,,,,,,,1341,68,,,,,,,,,,,315,6,,,34,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
