,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
24,25,178900,21915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,46,,,,,,,105,23,,,,,,,1274,37,,,,,,,,,,,17597,8,,,,,,,,,,,,,,,,,1182,32,,,,,,,,,,,,,,,,,,,,,,,540,8,,,,,,,,,,,17,49,,,,,,,,,,,,,,,,,373,49,133,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,47,,,,,,,,,,,,,,,,,,,,,,,,,130,33,,,,,,,,,,,,,349,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,1258,17777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,,,,,,,1787,27,,,,,,,,,,,15811,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,2952,16452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,11,,,,,,,,,,,,,140,10,2090,22,,,,,,,,,,,6594,33,,,1928,21,,,4,17,,,260,14,,,,,2098,17,,,,,,,,,,,,,,,,,,,,,,,21,50,,,,,,,,,,,,,,,,,,,30,14,,,,,,,8,9,1771,11,38,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,26,,,232,11,,,,,,,,,,,,,,,,,,,,,,,,,,,226,35,,,,,,,152,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,2392,15522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,26,,,,,,,279,12,,,,,,,1203,40,,,,,,,126,9,,,7975,27,,,576,41,,,5,14,468,9,94,32,,,,,1795,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,27,,,,,,,,,,,,,,,,,865,26,194,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,22,,,94,19,,,,,,,,,,,,,,,,,,,,,625,18,,,,,211,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13,,,,,,,28,15,,,,,108,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,34
28,29,822,14821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,27,18,,,,,,,,,,,,,,,30,25,,,,,,,307,11,,,7,6,29,29,2012,23,,,,,,,85,11,,,5057,41,14,4,699,38,,,,,,,263,13,,,,,1218,31,,,,,,,,,,,,,,,,,,,,,,,62,32,,,,,,,,,,,156,17,,,,,,,,,,,,,,,,,1187,21,332,29,,,,,,,,,,,,,84,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,16,8,10,121,18,,,,,,,,,,,,,,,,,,,,,640,17,,,,,237,32,,,,,,,869,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,20,,,,,,,,,,,,,,,,,,,,,,,,,2,54,,,,,,,,,13,25,,,,,,,,,,,,,,,,,,,,,,,326,23
29,30,2386,14667,,,,,,,,,,,131,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,33,,,,,,,53,31,,,,,42,25,495,76,,,,,,,,,,,4512,45,5,32,5639,9,,,,,,,86,33,,,,,1346,27,,,,,,,,,,,,,,,,,,,,,,,53,35,,,,,,,,,,,64,25,,,,,,,,,,,,,,,,,666,33,,,,,,,,,,,,,,,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,169,13,,,,,,,,,,,,,,,,,,,,,195,29,,,,,226,34,,,,,,,5,129,,,,,,,,,,,,,,,,,,,,,14,19,,,,,,,,,,,,,69,31,,,,,,,,,,,,,18,16,,,,,,,,,,,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,781,13
30,31,2785,14533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,2,,,,,,,,,,,,,11,47,470,77,,,,,,,,,,,850,139,6,25,8218,7,,,14,4,,,20,72,,,,,1682,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,41,,,,,,,,,,,,,,,,,1666,14,35,93,,,,,,,,,,,,,,,,,,,,,15,3,,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,12,,,,,,,,,,,,,,,,,,,,,11,1,,,98,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,28,89
31,32,2281,14479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,16,,,,,,,,,,,,,,,,,,,,,,,,,,,7046,30,,,4105,13,,,,,,,,,,,,,1947,18,,,,,,,,,,,,,,,,,,,,,,,90,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,5432,14425,,,,,,,,,,,501,8,,,18,2,,,,,,,,,,,,,,,145,10,,,,,77,3,,,,,,,,,43,21,,,,,,,,,,,,,,,569,68,,,,,,,,,,,5914,37,,,2041,18,,,,,494,8,32,51,,,,,416,64,,,,,,,,,,,,,,,,,43,3,,,,,123,24,319,3,,,,,,,,,,,,,,,,,445,5,,,,,,,,,478,43,171,46,,,,,,,,,,,,,18,44,,,,,,,,,,,,,,,,,,,69,5,,,,,,,,,60,4,,,80,3,,,,,,,,,,,,,,,247,37,11,8,55,25,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,5,,,,,25,54,,,,,691,1,,,200,2,,,212,5,,,,,,,,,,,36,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,49
33,34,2398,12306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,30,386,87,,,,,,,,,,,9158,25,5,33,312,51,,,,,,,29,56,,,,,1523,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,79,177,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,50,,,,,,,,,,,,,,,,,,,,,,,,,85,45,,,,,,,,,,,,,256,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,53,,,,,,,,,,,,,,,,,,,50,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,2381,12276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,15,,,,,,,,,,,,,,,73,265,,,,,,,,,,,9687,24,,,1682,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,27443,11941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,,,,,,,65,28,,,6,7,93,13,1298,36,,,,,,,39,13,,,541,184,6,29,573,42,43,8,,,,,169,21,,,,,528,57,,,,,,,,,,,,,,,,,,,,,,,70,31,,,,,78,13,,,,,,,,,,,,,,,,,,,,,,,613,37,1043,13,,,,,,,,,,,,,201,5,,,,,,,,,,,,,,,,,,,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,17,,,,,,,,,,,,,,,,,,,,,,,,,526,19,,,,,232,33,,,,,,,914,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,1,,,,,,,,,,,61,17,,,,,,,,,161,9,,,,,,,,,,,,,,,,,,,,,,,2747,4
36,37,1917,11762,,,,,,,,,,,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,32,,,,,,,35,36,,,,,80,15,858,54,,,,,,,,,,,6427,34,3,39,742,37,,,5,13,226,12,17,82,,,,,975,42,,,,,,,,,,,,,,,,,,,,,,,158,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,65,,,,,,,,,,,,,,,22,41,,,,,,,,,,,,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602,9,,,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,53,,,,,,,,,,,,,,,,,,,,,7,28,,,,,,,,,,,,,49,37,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,54
37,38,1269,11734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580,14,,,,,,,,,,,6874,32,,,,,,,,,,,783,5,,,,,159,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,2921,11225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,37,,,,,,,,,,,,,,,1161,43,,,,,,,,,,,6284,35,,,,,,,,,,,,,,,,,631,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,7,,,,,,,,,,,,,121,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,6819,10409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,18,5409,7,,,,,,,,,,,2314,61,4,36,201,65,,,,,,,43,45,,,,,391,68,,,,,,,,,,,,,,,,,,,,,,,60,34,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,300,58,158,49,,,,,,,,,,,,,15,52,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,93,60,,,16,34,,,,,,,,,,,,,,,,,,,,,856,14,,,,,40,51,,,,,,,163,54,,,,,,,,,,,,,,,,,,,,,17,17,,,,,,,,,,,,,61,33,,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,55
40,41,2407,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,246,,,,,,,,,,,9966,23,,,228,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,483,10240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,35,,,,,,,81,26,,,,,17,37,536,71,,,,,,,,,,,7098,29,7,15,118,80,,,,,,,23,63,,,,,1022,40,,,,,,,,,,,,,,,,,,,,,,,40,39,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,378,47,297,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,40,,,21,32,,,,,,,,,,,,,,,,,,,,,30,74,,,,,77,41,,,,,,,147,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,65,,,,,,,,,,,,,,,,,,,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,60
42,43,11733,10216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,148,,,,,,,,,13,2,2061,70,,,,,,,,,,,,,,,,,582,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,5,,,,,30,36,,,,,,,,,,,,,,,,,6033,4,52,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,125,7,,,,,96,11,,,,,8,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,2086,10070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,32,,,,,,,,,,,912,134,,,3737,15,,,,,,,,,,,,,83,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,50,1213,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,12,,,,,,,714,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,18
44,45,36218,9931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,47,,,,,,,63,29,,,,,11,48,2431,19,,,,,,,,,,,5405,38,,,100,88,,,,,,,38,48,,,,,471,59,,,,,,,,,,,,,,,,,,,,,,,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,90,611,19,,,,,,,,,,,,,15,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,32,,,48,28,,,,,,,,,,,,,,,,,,,,,86,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,41
45,46,188834,9845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,30,,,,,,,,,,,5349,39,,,,,,,,,,,,,,,,,2361,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,2719,9599,,,,,,,,,,,181,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,73,,,,,35,27,855,56,,,,,,,,,,,5320,40,6,24,622,40,16,18,,,,,127,26,,,,,1044,38,,,,,,,,,,,,,,,,,,,,,,,132,23,,,,,,,,,,,32,35,,,,,,,,,,,,,,,,,465,44,,,,,,,,,,,,,,,23,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,56,,,,,,,,,,,,,,,,,,,,,,,,,62,52,,,,,,,,,,,,,300,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,30,,,,,,,,,,,,,,,,,,,,,,,,,13,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,29
47,48,39856,9310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,8,,,,,,,,,,,,,,,102,9,,,,,,,85,25,,,,,20,33,766,59,,,,,,,,,,,2296,62,,,1823,24,,,,,,,31,53,,,,,544,55,,,,,,,,,,,,,,,,,,,,,,,324,12,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,1477,17,,,,,,,,,,,,,,,15,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,33,,,,,,,,,,,,,,,,,,,,,213,28,,,,,240,31,,,,,,,849,20,,,,,,,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,28
48,49,1111,8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,20,,,,,,,,,,,,,,,1174,42,,,,,,,280,7,,,3956,47,,,1046,28,,,,,,,,,,,,,202,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,9209,8366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,60,,,,,,,,,,,,,44,24,1001,48,,,,,,,,,,,4689,44,,,192,67,,,,,14,24,147,24,,,,,4,424,,,,,,,,,,,,,,,,,,,,,,,31,41,,,,,,,,,,,18,47,,,,,,,,,,,,,,,,,534,41,133,53,,,,,,,,,,,,,26,35,,,,,,,,,,,,,,,,,,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,46,6,16,380,5,,,,,,,,,,,,,,,,,,,,,367,23,,,,,,,,,,,,,469,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,29,,,,,,,,,,,,,24,12,,,,,,,,,,,,,,,,,,,,,18,22,,,,,,,,,,,,,,,,,,,,,,,,
50,51,4192,8135,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,27,,,,,,,75,27,,,,,37,26,967,51,,,,,,,,,,,3778,48,,,205,64,,,,,,,30,54,,,,,270,79,,,,,,,,,,,,,,,5,5,,,,,,,25,48,,,,,,,,,,,39,32,,,,,,,,,,,,,,,,,449,45,386,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,51,,,,,,,,,,,,,,,,,,,,,,,,,121,34,,,,,,,,,,,,,1424,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,,,,,,,,,,,,,,,,,,,,,,,,,37,26,,,,,,,,,,,,,,,,,,,,,6,11,,,,,,,,,,,67,53
51,52,13713,7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,45,,,,,,,,,,,,,60,19,962,52,,,,,,,,,,,2099,65,,,693,39,,,8,11,,,76,36,,,,,1659,21,,,,,,,,,,,,,,,,,,,,,,,49,36,,,,,,,,,,,20,45,,,,,,,,,,,,,7,5,,,623,35,193,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,41,,,,,,,,,,,,,,,,,,,,,,,,,335,26,,,,,379,20,,,,,,,233,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,47,,,,,,,,,,,,,,,,,,,156,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,35
52,53,2375,7751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7734,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,116
53,54,18011,7534,11,6,,,,,,,,,83,18,,,,,,,,,,,,,,,,,9,6,,,,,,,37,4,,,,,,,,,32,24,,,,,,,43,33,,,,,,,361,89,,,,,,,,,,,3449,50,7,17,857,33,20,16,3,19,,,12,111,,,,,183,96,,,,,,,,,,,,,,,,,,,,,,,70,30,111,4,,,24,16,,,,,38,33,,,,,,,30,15,,,,,,,,,88,102,560,21,,,,,,,,,14,3,,,44,23,,,,,,,,,10,3,,,11,3,,,,,,,15,2,,,,,,,37,5,,,,,15,8,,,,,,,,,,,,,49,73,6,17,14,35,,,,,,,,,,,,,,,,,,,,,98,41,,,,,252,30,,,,,,,550,27,,,,,,,,,,,,,,,,,8,9,20,3,14,20,,,,,,,,,,,,,21,57,,,,,8,7,,,,,,,,,,,,,40,25,,,,,34,28,,,11,2,,,,,110,10,,,,,,,,,,,8,10,,,,,,,,,,,117,38
54,55,11634,7024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6913,31,,,,,,,,,,,,,,,,,33,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,71
