,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
19,20,822,12786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13,,,,,,,,,,,,,,,23,18,,,,,,,,,,,6,6,21,31,1397,17,,,,,,,,,4565,25,8,9,1614,10,,,,,,,261,6,,,972,18,,,,,,,,,,,,,,,,,,,56,24,,,,,,,,,,,141,15,,,,,,,,,,,,,,,582,19,577,18,,,,,,,,,,,,,50,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,16,6,14,66,12,,,,,,,,,,,,,,,,,687,10,,,,,106,35,,,,,764,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,19,,,,,,,,,,,,,,,,,,,,,,,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,15
20,21,27443,12403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,,,,86,17,,,4,8,26,27,704,43,,,,,,,,,640,119,2,47,575,26,16,12,,,,,71,27,,,377,50,,,,,,,,,,,,,,,,,,,,,,,,,61,12,,,,,,,,,,,,,,,,,,,,,418,28,2213,7,,,,,,,,,,,,,2731,1,,,,,,,,,,,,,,,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,322,17,,,,,,,,,,,,,,,,,,,,,382,18,,,,,356,11,,,,,719,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,1
21,22,2719,12358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80,,,,,,,9,48,,,,,24,29,778,39,,,,,,,,,9527,11,6,18,364,32,,,,,,,46,38,,,727,28,,,,,,,,,,,,,,,,,,,73,19,,,,,,,,,,,17,37,,,,,,,,,,,,,,,208,49,,,,,,,,,,,,,,,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,55,,,,,,,,,,,,,,,,,,,,,50,55,,,,,,,,,,,217,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,36,,,,,,,,,,,,,,,,,,,,,,,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,22
22,23,811,10805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,,,,,,,25,27,,,,,,,1138,24,,,,,,,,,3528,33,,,1584,11,,,,,,,121,18,,,1184,14,,,,,,,,,,,,,,,,,,,262,8,,,,,,,,,,,107,19,,,,,,,,,,,,,,,76,80,180,33,,,,,,,,,,,,,164,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,4,,,18,32,,,,,,,,,,,,,,,,,685,11,,,,,321,16,,,78,6,341,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,2136,10177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,6,,,,,,,,,,,,,,,,,,,,,,,278,6,,,,,,,3354,6,,,,,,,,,2546,45,6,16,182,46,,,,,310,4,,,,,270,58,,,,,,,,,,,,,,,,,,,,,,,,,142,6,,,,,187,12,,,,,,,,,,,,,,,379,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,758,6,,,,,,,,,,,,,,,,,,,,,991,5,,,,,,,,,,,77,69,,,,,,,,,,,,,31,6,,,129,2,,,,,,,,,4,3,,,288,6,,,,,,,,,,,,,,,,,55,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,68
24,25,2392,9615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,22,,,,,,,100,15,,,,,,,950,29,,,,,,,,,4798,23,,,355,34,,,9,8,144,7,,,,,928,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,25,,,,,,,,,,,,,,,1005,8,237,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,19,,,30,26,,,,,,,,,,,,,,,,,366,19,,,,,144,30,,,,,,,,,,,,,,,,,,,,,,,6,23,,,,,,,9,9,,,,,122,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50
25,26,5072,9505,,,,,,,,,,,1,20,,,,,,,,,,,,,,,,,13,17,,,,,81,2,,,,,,,,,10,39,,,,,,,,,,,,,147,7,510,48,,,,,,,,,6539,17,4,29,80,71,,,,,,,,,,,407,43,,,,,,,,,,,,,,,8,3,,,,,725,2,,,,,,,,,,,,,,,163,9,,,,,,,,,89,74,280,29,,,,,,,,,,,,,24,25,,,,,,,,,,,,,,,,,,,4,1,,,4,7,,,82,2,,,,,,,,,,,,,,,43,63,9,9,97,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,58,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,17,59,,,,,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,61
26,27,39856,8920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,7,,,,,,,,,,,,,,,34,8,,,,,,,100,16,,,,,17,36,815,36,,,,,,,,,2990,36,,,,,,,,,,,,,,,1158,15,,,,,,,,,,,,,,,,,,,68,22,,,,,,,,,,,219,10,,,,,,,,,,,,,,,818,12,,,,,,,,,,,,,,,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,40,,,,,,,,,,,,,,,,,624,13,,,,,,,,,,,1626,11,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,20
27,28,2952,8860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15,,,,,,,,,,,,,85,12,1029,27,,,,,,,,,4123,26,5,22,741,24,,,6,12,,,191,11,,,1028,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,,,,,,,,,733,15,30,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,18,,,80,11,,,,,,,,,,,,,,,,,,,,,,,108,34,,,,,156,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,6819,8436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,18,4962,2,,,,,,,,,2057,51,8,11,42,90,,,,,,,31,46,,,207,62,,,,,,,,,,,,,,,,,,,35,28,,,,,,,,,,,,,,,,,,,,,,,16,2,,,113,66,77,53,,,,,,,,,,,,,13,42,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,54,,,14,34,,,,,,,,,,,,,,,,,333,21,,,,,41,48,,,,,175,46,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,49,30,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,32
29,30,5432,8144,,,,,,,,,,,139,7,,,7,2,,,,,,,,,,,,,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,63,,,,,,,,,4610,24,,,1076,19,,,,,135,8,24,50,,,201,66,,,,,,,,,,,,,,,7,4,,,284,6,177,3,,,,,,,,,,,,,,,306,6,,,,,,,,,169,56,88,49,,,,,,,,,,,,,13,41,,,,,,,,,,,,,,,40,6,,,,,,,8,5,,,13,3,,,,,,,,,,,,,,,162,30,11,6,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,23,2,,,145,5,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,37
30,31,2398,7717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,64,,,,,,,,,6392,18,3,35,107,59,,,,,,,40,41,,,383,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,46,,,,,,,,,,,,,,,,,,,,,98,35,,,,,,,,,,,125,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,29,,,,,,,,,,,,,,,,,49,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,3886,7283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,4,,,,,,,,,,,,,,,13,33,,,,,,,,,,,,,92,10,2495,9,,,,,,,,,11,952,7,14,257,40,13,13,,,49,12,190,12,,,456,38,,,,,6,4,,,,,,,,,,,,,26,33,,,,,,,,,,,677,2,,,,,,,,,,,,,,,606,18,71,56,,,,,,,,,,,,,13,40,,,,,,,6,3,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,51,7,13,100,9,,,,,,,,,,,,,,,,,328,22,,,,,762,5,,,212,2,174,47,,,,,,,,,,,,,,,,,84,4,6,16,,,,,,,,,,,64,25,,,,,,,,,,,,,,,,,213,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45
32,33,2921,7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,27,,,,,,,,,,,,,,,925,31,,,,,,,,,4064,27,,,,,,,,,,,,,,,478,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,15,,,,,,,,,,,,,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,21,,,,,,,,,,,,,,,,,,,,,,,,,,,154,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,2785,6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,,,,,,,,,,,,,27,25,301,68,,,,,,,,,581,131,5,21,3417,3,,,15,2,,,2,142,,,877,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,16,37,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,10,,,,,,,,,,,,,,,,,,,6,1,51,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,26,72
34,35,1111,6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,16,,,,,,,,,,,,,,,935,30,,,,,52,8,,,3838,29,,,623,25,,,,,,,,,,,235,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,2386,5826,,,,,,,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,,17,36,,,,,11,46,105,133,,,,,,,,,2369,48,4,27,1698,8,,,,,,,57,31,,,409,42,,,,,,,,,,,,,,,,,,,49,25,,,,,,,,,,,30,30,,,,,,,,,,,,,,,270,40,,,,,,,,,,,,,,,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,117,8,,,,,,,,,,,,,,,,,90,38,,,,,74,37,,,,,8,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,28,,,,,,,,,,,24,11,,,,,,,,,,,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,376,12
36,37,36218,5796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42,,,,,,,42,21,,,,,11,47,923,32,,,,,,,,,2758,40,,,41,91,,,,,,,21,57,,,204,64,,,,,,,,,,,,,,,,,,,17,39,,,,,,,,,,,,,,,,,,,,,,,,,,,106,70,1327,12,,,,,,,,,,,,,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,45,,,20,31,,,,,,,,,,,,,,,,,60,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,30
37,38,2281,5479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,37,,,,,,,,,,,,,,,,,,,,,,,,,3578,30,,,1156,18,,,,,,,,,,,377,49,,,,,,,,,,,,,,,,,,,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,273,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,5894,5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,35,,,,,,,,,,,,,,,321,66,,,,,,,,,2157,50,,,404,29,,,,,,,70,28,,,399,44,,,,,,,,,,,,,,,,,,,44,26,,,,,,,,,,,,,,,,,,,,,,,,,,,358,33,286,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,49,,,,,,,,,,,,,,,,,,,,,,,,,,,327,15,,,,,801,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,22,,,,,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,30549,5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,33,,,,,7,61,413,58,,,,,,,,,3543,32,,,,,,,,,,,,,,,383,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,54,418,22,,,,,,,,,,,,,13,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,33,,,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,41114,5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5106,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,18011,5229,,,,,,,,,,,34,12,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,15,29,,,,,,,32,24,,,,,,,207,90,,,,,,,,,1900,58,4,31,792,23,4,18,,,,,10,94,,,130,77,,,,,,,,,,,,,,,,,,,24,35,46,6,,,,,,,,,13,39,,,,,19,16,,,,,,,,,69,89,874,16,,,,,,,,,,,,,13,43,,,,,,,2,4,,,,,,,,,,,,,,,15,2,,,,,22,7,,,,,,,,,,,,,27,80,6,15,12,37,,,,,,,,,,,,,,,,,76,41,,,,,156,27,,,,,512,27,,,,,,,,,,,,,7,9,7,3,8,21,,,,,,,,,,,,,18,57,,,,,20,4,,,,,,,,,,,66,18,,,,,11,27,,,12,2,,,,,46,9,,,,,,,,,,,,,,,,,,,,,,
42,43,1917,5121,,,,,,,,,,,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,28,,,,,,,25,28,,,,,119,9,317,67,,,,,,,,,2725,42,2,44,355,33,,,5,14,79,10,25,48,,,380,48,,,,,,,,,,,,,,,,,,,68,21,,,,,,,,,,,,,,,,,,,,,,,,,,,79,78,,,,,,,,,,,,,,,8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,11,,,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,56,,,,,,,,,,,,,,,,,5,28,,,,,,,,,,,,,37,39,,,,,,,,,,,,,,,,,,,,,,,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,46
43,44,2407,4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,192,,,,,,,,,4908,22,,,23,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,483,4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,41,,,,,,,,,,,,,12,42,253,81,,,,,,,,,3252,34,,,,,,,,,,,19,58,,,309,54,,,,,,,,,,,,,,,,,,,11,41,,,,,,,,,,,,,,,,,,,,,,,2,7,,,144,61,324,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,65,,,14,33,,,,,,,,,,,,,,,,,34,61,,,,,113,32,,,,,202,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,50,,,,,,,,,,,,,,,,,43,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,48
45,46,1258,4752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,35,,,,,,,1150,23,,,,,,,,,3557,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,13713,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,44,,,,,,,,,,,,,45,19,749,41,,,,,,,,,1488,65,,,289,37,,,6,13,,,57,32,,,831,23,,,,,,,,,,,,,,,,,,,28,32,,,,,,,,,,,8,48,,,,,,,,,,,4,6,,,158,58,175,34,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,30,,,,,287,17,,,,,14,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,47,,,,,,,,,,,,,,,,,83,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,24
47,48,3955,4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,23,,,,,,,14,41,,,,,,,155,102,,,,,,,,,1960,55,,,337,36,,,,,,,,,,,535,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,24,,,,,,,,,,,,,,,849,10,,,,,,,,,,,,,,,184,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,63,,,,,,,,,,,74,72,,,,,,,,,,,,,,,,,62,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,17
48,49,9209,4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,52,,,,,,,,,,,,,34,22,386,60,,,,,,,,,2816,39,,,25,100,,,,,,,71,26,,,6,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,32,,,,,,,,,,,,,,,375,32,3,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,181,28,2,18,63,13,,,,,,,,,,,,,,,,,176,27,,,,,,,,,,,234,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,27,,,,,,,,,,,20,13,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,,
49,50,2399,4468,,,,,,,,,,,29,13,,,,,,,2,4,,,,,,,,,23,12,,,,,,,,,5,8,,,,,33,9,,,,,,,21,32,,,,,,,159,99,,,,,,,,,1978,54,6,17,971,20,,,,,7,19,9,98,,,109,86,,,,,,,,,,,,,,,,,,,29,31,,,,,,,,,,,35,29,,,,,,,,,,,,,,,133,63,158,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,59,,,,,,,,,4,6,,,,,,,,,,,51,53,,,,,155,28,,,12,11,341,34,,,,,,,,,,,,,,,,,9,18,,,,,,,,,,,,,12,71,,,,,,,,,,,,,,,,,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,34
50,51,4192,4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,12,,,,,,,50,19,,,,,25,28,843,35,,,,,,,,,2,978,,,176,47,,,,,,,39,42,,,140,75,,,,,,,,,,,,,2,6,,,,,11,42,,,,,,,,,,,92,21,,,,,,,,,,,,,,,502,23,456,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,37,,,,,,,,,,,,,,,,,,,,,122,32,,,,,,,,,,,1598,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,24,,,,,,,,,,,,,,,,,,,,,,,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,712,4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,55,,,,,,,,,,,,,18,33,415,57,,,,,,,,,2704,43,,,251,41,,,,,,,41,39,,,437,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,,,,,,,,,,,,,,238,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,,,,,,,,,,,,,,,,,60,45,,,,,,,,,,,75,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,55,,,,,,,,,,,,,,,,,,,,,,,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,11733,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,141,,,,,,,9,1,945,87,,,,,,,,,,,,,,,205,63,,,,,,,,,,,,,,,,,,,,,,,,,305,2,,,,,12,42,,,,,,,,,,,,,,,2468,3,32,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,66,4,,,,,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
