bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
39856,11772,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,4,,,,,,,,,,,,,,,59,7,,,,,,,98,16,,,,,24,30,1355,27,,,,,,,,,4349,35,,,,,,,,,,,,,,,1553,11,,,,,,,,,,,,,,,91,14,,,,,,,,,,,254,9,,,,,,,,,,,,,,,1362,10,,,,,,,,,,,,,23,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,,,,,,,,,,,,,707,13,,,,,,,,,,,1406,15,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,20
2952,11696,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,16,,,,,,,,,,,,,129,8,1865,15,,,,,,,,,4950,28,9,17,829,19,,,6,9,,,267,7,,,1175,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,,,,,,,,,1300,11,51,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,18,,,84,10,,,,,,,,,,,,,,,,,,,133,26,,,,,161,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,10471,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,8,,,,,,,,,,,,,,,,,,,,,,,222,8,,,,,,,3817,5,,,,,,,,,2666,49,8,20,165,48,,,,,237,4,,,,,267,62,,,,,,,,,,,,,,,,,,,,,154,6,,,,,161,15,,,,,,,,,,,,,,,487,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,762,7,,,,,,,,,,,,,,,,,808,11,,,,,,,,,,,85,66,,,,,,,,,,,,,,,,,77,4,,,,,,,,,4,3,,,243,10,,,,,,,,,,,,,,,136,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,66
1111,9855,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,,,,,,,,,,1365,26,,,,,55,9,,,5214,24,,,735,21,,,,,,,,,,,556,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,9299,25,,,,,,,,,,,4,18,,,,,,,,,,,,,,,,,8,19,,,,,44,2,,,,,,,,,18,26,,,,,,,,,,,,,165,5,781,44,,,,,,,,,6391,15,9,18,74,72,,,,,,,,,,,424,43,,,,,,,,,,,,,10,2,,,157,2,,,,,,,,,,,,,,,238,7,,,,,,,,,119,72,300,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,,17,2,,,144,2,,,,,,,,,,,,,,,34,73,9,6,94,8,,,,,,,,,,,,,,,,,,,,,,,,,132,57,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,37,45,,,,,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,63
2392,9166,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,17,,,,,,,111,14,,,,,,,1104,33,,,,,,,,,4465,33,,,408,30,,,16,2,128,6,,,,,996,19,,,,,,,,,,,,,,,,,,,,,,,,,,,35,27,,,,,,,,,,,,,,,464,35,318,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,23,,,38,23,,,,,,,,,,,,,459,18,,,,,203,20,,,,,,,,,,,,,,,,,,,,,,,9,21,,,,,,,19,9,,,,,78,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,44
27443,9146,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,57,,,,,,,44,23,,,2,9,33,24,693,50,,,,,,,,,899,110,7,26,627,23,19,10,,,,,88,23,,,400,46,,,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,,,,,,,,,1035,15,,,,,,,,,,,,,1338,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,26,,,,,,,,,,,,,,,,,311,24,,,,,242,16,,,,,781,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,1
5894,8791,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,,,,,,,,,,,,616,55,,,,,,,,,3004,44,,,622,24,,,,,,,76,25,,,504,35,,,,,,,,,,,,,,,74,18,,,,,,,,,,,,,,,,,,,,,,,,,,,694,23,871,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,43,,,,,,,,,,,,,,,,,,,,,,,439,9,,,,,1580,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,18,,,,,83,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,8750,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,,,,,,,,,,,,,,,1299,29,,,,,,,,,4826,30,,,,,,,,,,,,,,,373,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,8,,,,,,,,,,,94,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,24,,,,,,,,,,,,,,,,,,,,,,,168,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,8616,30,,,,,,,,,,,122,8,,,14,2,,,,,,,,,,,,,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,80,,,,,,,,,5604,21,,,1119,15,,,,,98,7,12,79,,,235,70,,,,,,,,,,,,,2,4,95,13,51,3,,,,,,,,,,,,,,,259,6,,,,,,,,,143,65,152,43,,,,,,,,,,,15,44,,,,,,,,,,,,,,,30,6,,,,,,,7,4,,,19,3,,,,,,,,,,,,,,,75,58,8,8,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,27,2,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,48
2719,8357,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,713,49,,,,,,,,,5774,19,5,31,332,33,,,,,,,50,34,,,818,28,,,,,,,,,,,,,,,48,26,,,,,,,,,,,12,43,,,,,,,,,,,,,,,178,56,,,,,,,,,,,,,13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,60,,,,,,,,,,,,,,,,,55,54,,,,,,,,,,,147,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,44,,,,,,,,,,,,,,,,,,,,,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,36
6819,8325,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,21,5261,2,,,,,,,,,1526,72,11,12,,,,,,,,,34,39,,,236,68,,,,,,,,,,,,,,,31,31,,,,,,,,,,,,,,,,,,,,,,,5,4,,,107,78,,,,,,,,,,,,,18,41,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,87,52,,,17,33,,,,,,,,,,,,,364,21,,,,,68,31,,,,,155,53,,,,,,,,,,,,,,,,,18,15,,,,,,,,,,,,,50,41,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,19
9209,7851,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64,,,,,,,,,,,,,28,25,722,48,,,,,,,,,5182,25,,,38,91,,,,,,,117,20,,,7,342,,,,,,,,,,,,,,,,,,,,,,,,,,,68,23,,,,,,,,,,,,,,,533,31,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,247,21,3,18,72,15,,,,,,,,,,,,,339,23,,,,,,,,,,,325,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,18,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,
891,7630,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54,,,,,,,,,,,,,,,753,46,,,,,,,,,4180,37,,,759,20,,,,,,,,,,,869,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,7583,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,29,,,,,28,26,454,63,,,,,,,,,5535,22,,,,,,,,,,,,,,,411,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,71,518,22,,,,,,,,,,,19,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,41,,,12,35,,,,,,,,,,,,,,,,,,,,,,,,,238,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,7574,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,49,,,,,,,67,19,,,,,4,79,1354,28,,,,,,,,,4371,34,,,,,,,,,,,34,40,,,293,58,,,,,,,,,,,,,,,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,148,62,813,17,,,,,,,,,,,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,38,,,36,24,,,,,,,,,,,,,103,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,38
3886,7569,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,5,,,,,,,,,,,,,,,22,22,,,,,,,,,,,,,88,12,3251,9,,,,,,,,,24,848,4,40,218,41,20,9,,,16,12,168,11,,,323,55,,,22,2,,,,,,,,,,,30,32,,,,,,,,,,,559,2,,,,,,,,,,,,,,,721,21,107,49,,,,,,,,,,,24,35,,,,,,,16,2,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50,12,4,81,11,,,,,,,,,,,,,223,27,,,,,450,8,,,285,2,167,49,,,,,,,,,,,,,,,,,66,8,5,13,,,,,,,,,,,68,35,,,,,,,,,,,,,,,251,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,34
2398,7217,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,72,,,,,,,,,5979,18,10,14,,,,,,,,,27,45,,,449,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,51,,,,,,,,,,,,,,,,,42,61,,,,,,,,,,,225,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,58,,,,,,,,,,,,,,,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,6849,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,,,,,,,,,,,,,,,,,,,,,,,,,4311,36,,,1338,10,,,,,,,,,,,436,42,,,,,,,,,,,,,,,69,21,,,,,,,,,,,,,,,,,,,,,,,,,,,594,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,5998,40,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,44,,,,,,,22,35,,,,,,,,,,,,,,,,,2692,48,8,21,1579,9,,,,,,,61,31,,,476,36,,,,,,,,,,,,,,,49,25,,,,,,,,,,,31,28,,,,,,,,,,,,,,,366,38,,,,,,,,,,,,,38,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,51,18,,,,,,,,,,,,,65,53,,,,,45,35,,,,,16,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,29,,,,,,,,,13,10,,,,,,,,,,,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,12
2785,5884,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,,,,,,,,,,,,,24,29,270,85,,,,,,,,,559,150,4,39,2562,4,,,6,8,,,,,,,862,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,22,55,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,9,,,,,,,,,,,,,,,4,1,28,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,15,97
41114,5687,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5687,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,5662,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,43,,,,,,,,,,,,,24,28,283,78,,,,,,,,,3863,38,,,,,,,,,,,64,29,,,297,57,,,,,,,,,,,,,,,19,38,,,,,,,,,,,,,,,,,,,,,,,3,5,,,204,52,319,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,44,,,22,30,,,,,,,,,,,,,21,86,,,,,57,32,,,,,222,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,48,,,,,,,,,,,,,,,42,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,37
3955,5591,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,70,,,,,,,13,41,,,,,,,207,103,,,,,,,,,2376,51,,,469,27,,,,,,,,,,,600,31,,,,,,,,,,,,,,,,,,,,,,,,,,,79,22,,,,,,,,,,,,,,,1101,13,,,,,,,,,,,,,345,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,15
1258,5440,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,39,,,,,,,1635,17,,,,,,,,,3757,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,5413,46,,,,,,,,,,,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,34,,,,,,,30,27,,,,,65,15,439,64,,,,,,,,,2767,47,5,30,354,32,,,,,49,9,22,53,,,417,44,,,,,,,,,,,,,,,90,15,,,,,,,,,,,,,,,,,,,,,,,,,,,127,70,,,,,,,,,,,,,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,10,,,13,34,,,,,,,,,,,,,,,,,,,,,,,,,163,51,,,,,,,,,,,,,,,,,7,24,,,,,,,,,,,,,42,43,,,,,,,,,,,,,,,,,,,,,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,41
4192,5342,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,33,,,,,,,55,21,,,,,57,17,1135,31,,,,,,,,,3,955,,,232,39,,,,,,,43,36,,,160,82,,,,,,,,,,,4,4,,,14,41,,,,,,,,,,,107,20,,,,,,,,,,,,,,,516,33,384,24,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,31,,,,,,,,,,,,,,,,,148,31,,,,,,,,,,,2163,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,24,,,,,,,,,,,,,,,,,,,,,46,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,5306,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,15,32,,,,,,,52,22,,,,,,,207,104,,,,,,,,,2175,56,13,7,562,25,14,15,,,,,12,80,,,123,93,,,,,,,,,,,,,,,28,33,10,7,,,,,,,,,21,36,,,,,,,,,,,,,,,56,105,981,13,,,,,,,,,,,36,24,,,,,,,3,4,,,,,,,,,,,,,,,16,3,,,,,6,8,,,,,,,,,,,,,36,70,7,11,8,39,,,,,,,,,,,,,66,52,,,,,118,27,,,,,565,27,,,,,,,,,,,,,9,5,7,4,8,23,,,,,,,,,,,,,17,62,,,,,10,6,,,,,,,,,46,21,,,,,15,22,,,6,2,,,,,46,8,,,,,,,,,,,,,,,,,,,,
2407,5231,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,258,,,,,,,,,5161,26,,,24,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,5221,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5091,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172225,4909,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535,32,,,,,,,,,,,,,,,355,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55763,4856,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64,1495,21,,,,,,,,,1349,84,,,,,,,,,,,62,30,,,446,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,26,576,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,30,,,,,,,,,,,,,,,,,130,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4652,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,24,,,,,,,,,,,,,56,18,1111,32,,,,,,,,,1535,70,,,196,43,,,8,7,,,25,50,,,571,32,,,,,,,,,,,,,,,25,36,,,,,,,,,,,7,49,,,,,,,,,,,1,7,,,186,55,252,33,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,32,,,,,169,24,,,,,21,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,55,,,,,,,,,,,,,,,175,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,27
28,4585,54,,,,,,,,,,,176,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,66,,,,,,,,,2952,45,,,222,40,,,,,,,,,,,354,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,37,,,,,,,,,,,,,,,132,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,4537,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,,,,,,,,,,,,,,,,,,,3485,40,,,453,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68448,4402,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,,,,,,,,,,,,5,71,522,58,,,,,,,,,2538,50,,,,,,,,,,,,,,,832,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,53,,,,,,,,,,,,,20,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,56,,,,,,,1,8,,,,,,,,,184,29,,,,,11,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
