bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
5072,9596,21,,,,,,,,,,,4,18,,,,,,,,,,,,,,,4,22,,,,,20,2,,,,,,,,,10,30,,,,,,,,,,,,,106,8,442,47,,,,,,,,,7222,17,7,14,67,67,,,,,,,,,,,349,44,,,,,,,,,,,,,10,3,,,205,2,,,,,,,,,,,,,317,5,,,,,,,,,73,75,246,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,1,,,17,2,,,108,2,,,,,,,,,,,,,,,32,70,11,9,63,17,,,,,,,,,,,,,,,,,,,,,,,,,56,63,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,13,67,,,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,87
5432,9170,22,,,,,,,,,,,57,8,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,72,,,,,,,,,7347,16,,,608,20,,,,,74,7,6,115,,,129,73,,,,,,,,,,,,,4,4,48,19,34,3,,,,,,,,,,,,,137,9,,,,,,,,,102,53,78,43,,,,,,,,,,,6,52,,,,,,,,,,,,,,,10,7,,,,,,,2,6,,,8,3,,,,,,,,,,,,,,,85,46,15,3,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,5,4,,,132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,52
6819,7985,23,,,,,,,,,,,,,,,,,,,,,,,,,,,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,14,5013,4,,,,,,,,,1658,66,8,11,,,,,,,,,47,29,,,193,61,,,,,,,,,,,,,,,23,32,,,,,,,,,,,,,,,,,,,,,8,3,,,98,55,,,,,,,,,,,,,16,32,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,85,47,,,17,35,,,,,,,,,,,,,343,17,,,,,63,32,,,,,119,46,,,,,,,,,,,,,,,,,22,14,,,,,,,,,,,,,69,27,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,37
172225,7895,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7827,13,,,,,,,,,,,,,,,62,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,7841,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,61,,,,,,,,,6641,18,6,17,,,,,,,,,24,43,,,526,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,36,,,,,,,,,,,,,,,,,55,46,,,,,,,,,,,100,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,44,,,,,,,,,,,,,,,,,52,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,7768,26,,,,,,,,,,,,,,,,,,,,,,,,,,,81,7,,,,,,,,,,,,,,,,,,,,,,,146,9,,,,,,,2022,13,,,,,,,,,3001,42,11,7,156,46,,,,,182,3,,,,,201,59,,,,,,,,,,,,,,,,,,,,,69,10,,,117,17,,,,,,,,,,,,,,,306,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,702,8,,,,,,,,,,,,,,,,,397,15,,,,,,,,,,,45,69,,,,,,,,,,,,,,,,,44,9,,,,,,,,,2,3,,,217,12,,,,,,,,,,,,,,,,,42,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,77
11634,7681,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7624,14,,,,,,,,,,,,,,,11,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,67
483,7521,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18,,,,,,,,,,,,,12,40,227,69,,,,,,,,,6088,21,,,,,,,,,,,31,34,,,316,48,,,,,,,,,,,,,,,12,41,,,,,,,,,,,,,,,,,,,,,4,5,,,131,48,292,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,57,,,18,33,,,,,,,,,,,,,23,71,,,,,42,41,,,,,172,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,47,,,,,,,,,,,,,,,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,55
2719,7306,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79,,,,,,,,,,,,,30,25,502,42,,,,,,,,,5750,24,5,27,153,48,,,,,,,16,59,,,401,39,,,,,,,,,,,,,,,29,29,,,,,,,,,5,47,,,,,,,,,,,,,,,135,47,,,,,,,,,,,,,10,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,64,,,,,,,,,,,,,,,,,29,63,,,,,,,,,,,96,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,38,,,,,,,,,,,,,,,,,,,,,,,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,39
2392,6983,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,21,,,,,,,76,14,,,,,,,548,38,,,,,,,,,4054,31,,,276,33,,,16,2,87,6,,,,,577,24,,,,,,,,,,,,,,,,,,,,,,,,,9,40,,,,,,,,,,,,,,,267,32,234,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,22,,,57,21,,,,,,,,,,,,,264,19,,,,,122,26,,,,,,,,,,,,,,,,,,,,,,,12,20,,,,,,,8,11,,,,,98,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,43
2952,6729,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,20,,,,,,,,,,,,,91,11,653,32,,,,,,,,,3505,36,7,13,486,22,,,5,10,,,113,13,,,785,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,,,,,,,,,379,23,35,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,27,,,74,13,,,,,,,,,,,,,,,,,,,97,28,,,,,117,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,6252,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,55,17,,,,,9,47,876,26,,,,,,,,,3826,33,,,,,,,,,,,28,36,,,254,55,,,,,,,,,,,,,,,20,34,,,,,,,,,,,,,,,,,,,,,,,,,83,64,732,13,,,,,,,,,,,18,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,49,,,38,26,,,,,,,,,,,,,65,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,30
4192,6124,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22,,,,,,,68,15,,,,,49,19,1218,21,,,,,,,,,4,943,,,214,40,,,,,,,61,25,,,,,,,,,,,,,,,5,3,,,26,31,,,,,,,,,124,15,,,,,,,,,,,,,,,613,13,304,22,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,25,,,,,,,,,,,,,,,,,205,24,,,,,,,,,,,2734,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,21,,,,,,,,,,,,,,,,,,,,,,,190,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,6111,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,81,,,,,,,8,1,1170,79,,,,,,,,,,,,,,,354,43,,,,,,,,,,,,,,,,,,,,,296,2,,,9,42,,,,,,,,,,,,,,,3945,2,27,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,85,3,,,,,34,6,,,,,5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,
3886,5945,35,,,,,,,,,,,,,,,,,,,,,,,,,,,141,5,,,,,,,,,,,,,,,10,29,,,,,,,,,,,,,99,10,2275,11,,,,,,,,,15,893,5,28,235,37,8,17,,,18,11,112,14,,,374,42,,,4,3,,,,,,,,,,,15,37,,,,,,,,,497,2,,,,,,,,,,,,,,,505,16,57,52,,,,,,,,,,,13,37,,,,,,,5,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,34,4,15,123,8,,,,,,,,,,,,,158,28,,,,,581,6,,,170,2,98,53,,,,,,,,,,,,,,,,,75,5,3,14,,,,,,,,,,,88,22,,,,,,,,,,,,,,,,,64,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,40
1258,5941,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,24,,,,,,,1309,19,,,,,,,,,4581,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,5915,37,,,,,,,,,,,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,35,,,,,,,18,28,,,,,,,,,,,,,,,,,2745,44,9,10,1618,8,,,,,,,31,35,,,457,31,,,,,,,,,,,,,,,87,14,,,,,,,,,25,29,,,,,,,,,,,,,,,233,35,,,,,,,,,,,,,13,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,71,14,,,,,,,,,,,,,46,50,,,,,68,30,,,,,3,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,14,,,,,,,,,,,7,13,,,,,,,,,,,49,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,19
27443,5824,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,32,,,,,,,37,21,,,3,9,21,30,489,44,,,,,,,,,822,108,6,22,337,28,34,5,,,,,68,23,,,376,41,,,,,,,,,,,,,,,,,,,,,52,11,,,,,,,,,,,,,,,,,,,309,28,,,,,,,,,,,,,709,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,23,,,,,,,,,,,,,,,,,251,20,,,,,180,21,,,,,468,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434,4
3737,5806,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5558,25,,,32,87,,,,,,,,,,,158,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41114,5800,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,5747,41,,,,,,,,,,,,,,,,,,,,,,,,,,,38,10,,,,,,,,,,,,,,,15,17,,,,,,,60,16,,,,,1,86,407,49,,,,,,,,,2625,47,,,,,,,,,,,,,,,620,22,,,,,,,,,,,,,,,30,28,,,,,,,,,154,11,,,,,,,,,,,,,,,348,26,,,,,,,,,,,,,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,54,,,,,,,,,,,,,391,16,,,,,,,,,,,794,17,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,21
1111,5562,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,68,,,,,,,,,,,,,,,580,37,,,,,23,9,,,3887,32,,,387,25,,,,,,,,,,,327,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,5513,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75,,,,,,,,,,,,,,,299,57,,,,,,,,,2213,52,,,388,24,,,,,,,22,46,,,339,46,,,,,,,,,,,,,,,48,20,,,,,,,,,,,,,,,,,,,,,,,,,216,36,807,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,51,,,,,,,,,,,,,,,,,,,,,,,230,17,,,,,763,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,15,,,,,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,5379,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,74,,,,,,,,,,,,,,,517,41,,,,,,,,,3463,37,,,,,,,,,,,,,,,399,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,15,,,,,,,,,,,48,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,30,,,,,,,,,,,,,,,,,,,,,,,122,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,4852,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823,27,,,8,119,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4766,46,,,,,,,,,,,108,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,50,,,,,,,,,3086,40,,,302,31,,,,,,,,,,,549,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,46,,,,,,,,,,,,,,,,,96,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4697,47,,,,,,,,,,,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,46,,,,,,,17,29,,,,,72,13,357,51,,,,,,,,,2550,48,3,37,316,30,,,,,37,9,15,66,,,290,51,,,,,,,,,,,,,,,52,17,,,,,,,,,,,,,,,,,,,,,,,,,78,68,,,,,,,,,,,,,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,9,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,100,50,,,,,,,,,,,,,,,,,7,32,,,,,,,,,,,,,46,37,,,,,,,,,,,,,,,,,,,,,,,5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,46
2281,4446,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,19,,,,,,,,,,,,,,,,,,,,,,,,,2678,45,,,1228,11,,,,,,,,,,,265,54,,,,,,,,,,,,,,,37,21,,,,,,,,,,,,,,,,,,,,,,,,,176,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,4337,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,16,,,,,,,,,2032,57,,,,,,,,,,,407,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146,4332,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,40,,,,,,,,,848,105,,,,,,,,,,,,,,,119,78,,,,,,,,,,,,,,,,,,,,,,,,,14,36,,,,,,,,,,,,,,,,,74,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,4314,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,24,28,315,56,,,,,,,,,3102,39,,,28,94,,,,,,,89,18,,,7,332,,,,,,,,,,,,,,,,,,,,,,,,,15,35,,,,,,,,,,,,,,,154,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,140,33,5,13,91,11,,,,,,,,,,,,,96,33,,,,,,,,,,,166,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,31,,,,,,,,,,,12,10,,,,,,,,,,,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,
2407,4298,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,220,,,,,,,,,4225,29,,,31,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,4163,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,9,38,,,,,,,50,18,,,,,,,147,99,,,,,,,,,1683,64,7,15,463,23,13,13,,,,,10,86,,,133,72,,,,,,,,,,,,,,,33,27,13,5,,,,,,,34,25,,,,,,,,,,,,,,,61,83,602,16,,,,,,,,,,,18,29,,,,,,,3,3,,,,,,,,,,,,,,,6,5,,,,,41,6,,,,,,,,,,,,,20,83,8,12,13,36,,,,,,,,,,,,,55,47,,,,,276,13,,,,,304,29,,,,,,,,,,,,,6,6,5,3,12,21,,,,,,,,,,,,,23,52,,,,,4,6,,,,,,,,,,,30,24,,,,,5,34,,,1,2,,,,,61,7,,,,,,,,,,,,,,,,,,,,
98,4124,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,23,318,55,,,,,,,,,3192,38,,,45,78,,,,,,,17,54,,,82,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,57,,,,,,,,,,,,,17,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,35,,,34,27,,,,,,,,,,,,,,,,,,,28,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,32
2785,4106,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,4,,,,,,,,,,,,,14,36,155,96,,,,,,,,,475,144,,,2086,5,,,4,11,,,3,134,,,428,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,22,18,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,15,,,,,,,,,,,,,,,6,1,24,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,8,135
9364,4038,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625,6,,,,,,,,,333,194,,,,,,,,,,,,,,,47,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,4016,57,,,,,,,,,,,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,26,,,,,,,11,40,,,,,,,141,102,,,,,,,,,3024,41,,,216,39,,,,,,,26,37,,,197,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,38,,,,,,,,,,,,,,,,,28,66,,,,,51,38,,,,,105,48,,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
