bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
811,10360,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,,,,,,,25,27,,,,,,,1180,21,,,,,,,,,3474,31,,,1718,9,,,,,,,69,25,,,1043,15,,,,,,,,,,,,,,,,,220,7,,,,,,,,,,,100,19,,,,,,,,,,,,,,,83,65,146,38,,,,,,,,,,,,,298,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,5,,,42,23,,,,,,,,,,,,,250,22,,,,,398,10,,,45,8,311,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,10161,22,,,,,,,,,,,8,17,,,,,,,,,,,,,,,8,20,,,,,50,2,,,,,,,,,9,28,,,,,,,,,,,,,96,11,432,48,,,,,,,,,7708,12,5,22,61,72,,,,,,,,,,,330,46,,,,,,,,,,,,,13,2,,,,,297,2,,,,,,,,,,,,,,,175,8,,,,,,,,,69,74,372,28,,,,,,,,,,,,,19,39,,,,,,,,,,,,,,,,,,,9,1,,,14,2,,,116,2,,,,,,,,,,,,,,,29,68,12,4,134,9,,,,,,,,,,,,,,,,,,,,,,,,,102,56,,,,,,,,,,,,,,,15,2,,,,,,,,,,,,,,,13,64,,,,,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,78
2136,9750,23,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8,,,,,,,,,,,,,,,,,,,,,,,209,8,,,,,,,2772,7,,,,,,,,,3601,29,9,8,177,47,,,,,288,3,,,,,200,57,,,,,,,,,,,,,,,,,,,,,,,110,8,,,,,165,12,,,,,,,,,,,,,,,275,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,566,11,,,,,,,,,,,,,,,,,643,6,,,,,,,,,,,87,61,,,,,,,,,,,,,,,,,82,3,,,,,,,,,3,3,,,395,7,,,,,,,,,,,,,,,,,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,76
5432,8749,24,,,,,,,,,,,146,8,,,20,2,,,,,,,,,,,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,67,,,,,,,,,6409,18,,,614,22,,,,,162,6,12,70,,,125,72,,,,,,,,,,,,,5,4,,,61,21,175,3,,,,,,,,,,,,,,,188,6,,,,,,,,,93,58,56,57,,,,,,,,,,,,,11,52,,,,,,,,,,,,,,,23,8,,,,,,,7,5,,,23,3,,,,,,,,,,,,,,,67,53,9,6,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,16,2,,,142,5,,,,,,,,,,,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,40
2719,8532,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,546,40,,,,,,,,,6601,16,3,36,238,38,,,,,,,51,29,,,524,27,,,,,,,,,,,,,,,,,56,22,,,,,,,,,,,13,43,,,,,,,,,,,,,,,137,49,,,,,,,,,,,,,,,13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,57,,,,,,,,,,,,,,,,,27,64,,,,,,,,,,,135,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,40,,,,,,,,,,,,,,,,,,,,,,,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,41
1258,8047,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,25,,,,,,,1185,20,,,,,,,,,6799,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,7343,27,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,13,4541,4,,,,,,,,,1315,68,3,37,47,81,,,,,,,28,39,,,168,66,,,,,,,,,,,,,,,,,27,29,,,,,,,,,,,,,,,,,,,,,,,2,3,,,96,57,69,51,,,,,,,,,,,,,21,35,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,79,46,,,29,28,,,,,,,,,,,,,399,15,,,,,51,37,,,,,158,44,,,,,,,,,,,,,,,,,14,14,,,,,,,,,,,,,61,34,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,35
2392,7019,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,,,,,,,111,12,,,,,,,772,29,,,,,,,,,3608,28,,,270,36,,,10,4,139,7,,,,,645,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,33,,,,,,,,,,,,,,,286,30,188,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,21,,,62,18,,,,,,,,,,,,,276,19,,,,,104,26,,,,,,,,,,,,,,,,,,,,,,,3,27,,,,,,,4,12,,,,,236,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,63
3886,6766,29,,,,,,,,,,,,,,,,,,,,,,,,,,,163,5,,,,,,,,,,,,,,,13,21,,,,,,,,,,,,,149,7,2404,9,,,,,,,,,10,956,4,32,296,33,9,12,,,16,13,147,12,,,409,36,,,3,4,,,,,,,,,,,,,12,43,,,,,,,,,,,587,2,,,,,,,,,,,,,,,599,12,69,50,,,,,,,,,,,,,21,34,,,,,,,7,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,37,7,8,165,8,,,,,,,,,,,,,243,23,,,,,660,6,,,234,2,174,42,,,,,,,,,,,,,,,,,72,5,1,18,,,,,,,,,,,71,31,,,,,,,,,,,,,,,,,61,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,45
2398,6661,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,65,,,,,,,,,5458,20,4,29,73,66,,,,,,,22,46,,,444,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,48,,,,,,,,,,,,,,,,,67,40,,,,,,,,,,,131,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,42,,,,,,,,,,,,,,,,,73,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,6641,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,,,,,,,,,,,,,107,10,767,30,,,,,,,,,3355,32,2,43,603,23,,,5,7,,,117,16,,,503,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,,,,,,,,,449,22,37,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,27,,,116,11,,,,,,,,,,,,,,,,,,,84,30,,,,,129,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,6347,32,,,,,,,,,,,,,,,,,,,,,,,,,,,125,7,,,,,,,,,,,,,,,18,14,,,,,,,71,17,,,,,10,48,536,41,,,,,,,,,2490,42,,,,,,,,,,,,,,,646,24,,,,,,,,,,,,,,,,,73,18,,,,,,,,,,,158,13,,,,,,,,,,,,,,,596,13,,,,,,,,,,,,,,,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,,,,,,,,410,14,,,,,,,,,,,875,18,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,21
2386,6025,33,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,31,,,,,,,47,21,,,,,,,167,91,,,,,,,,,2426,45,6,15,1762,8,,,,,,,48,31,,,361,41,,,,,,,,,,,,,,,,,55,24,,,,,,,,,,,24,30,,,,,,,,,,,,,,,230,34,,,,,,,,,,,,,,,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,121,10,,,,,,,,,,,,,71,37,,,,,62,35,,,,,5,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,22,,,,,,,,,,,18,11,,,,,,,,,,,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,456,11
5894,5963,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,,,,,,,,,,,,,,,381,52,,,,,,,,,2571,41,,,323,30,,,,,,,16,53,,,366,40,,,,,,,,,,,,,,,,,119,11,,,,,,,,,,,,,,,,,,,,,,,,,,,300,27,503,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,51,,,,,,,,,,,,,,,,,,,,,,,248,16,,,,,919,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,,,,,31,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,5849,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,19,,,,,,,,,,,,,,,746,31,,,,,26,9,,,3823,26,,,390,27,,,,,,,,,,,251,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,5827,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,19,,,,,,,,,3779,27,,,,,,,,,,,490,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,5655,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,107,,,,,,,10,1,1190,73,,,,,,,,,,,,,,,270,48,,,,,,,,,,,,,,,,,,,,,,,437,1,,,,,12,45,,,,,,,,,,,,,,,3411,2,40,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,98,4,,,,,26,7,,,,,15,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,5599,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,53,,,,,,,,,,,,,,,510,44,,,,,,,,,3143,33,,,,,,,,,,,,,,,333,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,13,,,,,,,,,,,,,309,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,25,,,,,,,,,,,,,,,,,,,,,,,174,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,5520,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2,,,,,,,,,,,,,22,29,228,69,,,,,,,,,495,137,4,30,2980,5,,,11,2,,,,,,,781,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,23,37,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,13,,,,,,,,,,,,,,,1,1,69,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,18,88
41114,5465,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,5215,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,,,,,,,27,26,,,,,4,72,814,27,,,,,,,,,3047,35,,,23,107,,,,,,,32,37,,,199,58,,,,,,,,,,,,,,,,,16,39,,,,,,,,,,,,,,,,,,,,,,,,,,,84,64,634,17,,,,,,,,,,,,,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,44,,,32,27,,,,,,,,,,,,,32,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,33
4192,5175,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,27,,,,,,,77,16,,,,,43,20,1246,18,,,,,,,,,24,847,,,221,42,,,,,,,50,30,,,171,65,,,,,,,,,,,5,3,,,,,19,35,,,,,,,,,,,96,20,,,,,,,,,,,,,,,489,19,388,26,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,28,,,,,,,,,,,,,,,,,133,26,,,,,,,,,,,1939,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,29,,,,,,,,,,,,,,,,,,,,,,,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,5101,43,,,,,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,39,,,,,,,22,28,,,,,126,9,303,59,,,,,,,,,2580,40,4,28,357,28,,,,,77,9,31,38,,,351,43,,,,,,,,,,,,,,,,,68,19,,,,,,,,,,,,,,,,,,,,,,,,,,,91,61,,,,,,,,,,,,,,,19,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,7,,,13,36,,,,,,,,,,,,,,,,,,,,,,,,,98,58,,,,,,,,,,,,,,,,,1,35,,,,,,,,,,,,,48,37,,,,,,,,,,,,,,,,,,,,,,,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,58
11634,4897,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808,22,,,,,,,,,,,,,,,28,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,64
2407,4494,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,196,,,,,,,,,4422,23,,,21,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4447,46,,,,,,,,,,,283,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,53,,,,,,,,,2621,39,,,297,32,,,,,,,22,45,,,283,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,47,,,,,,,,,,,,,,,,,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146,4381,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,37,,,,,,,,,789,98,,,,,,,,,,,,,,,134,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,42,,,,,,,,,,,,,,,,,189,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,4372,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,36,,,,,3,80,319,57,,,,,,,,,3110,34,,,,,,,,,,,,,,,185,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,54,373,27,,,,,,,,,,,,,9,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,54,,,22,31,,,,,,,,,,,,,,,,,,,,,,,,,134,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,4347,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,52,,,,,,,,,,,,,,,,,,,,,,,,,2754,37,,,1099,15,,,,,,,,,,,258,50,,,,,,,,,,,,,,,,,25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,184,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,4330,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,,,,,,,13,40,,,,,,,112,118,,,,,,,,,1972,51,,,277,35,,,,,,,,,,,490,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,16,,,,,,,,,,,,,,,692,9,,,,,,,,,,,,,,,244,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,17
18011,4322,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,,,,,,,,,11,24,,,,,,,51,18,,,,,,,128,110,,,,,,,,,1671,58,6,16,484,26,7,14,,,,,15,60,,,109,76,,,,,,,,,,,,,,,,,19,36,38,5,,,,,,,,,21,37,,,,,21,14,,,,,,,,,40,94,740,15,,,,,,,,,,,,,35,21,,,,,,,5,4,,,,,,,,,,,,,,,14,3,,,,,27,7,,,,,,,,,,,,,29,70,7,9,9,40,,,,,,,,,,,,,38,49,,,,,88,29,,,,,530,27,,,,,,,,,,,,,5,8,7,4,16,13,,,,,,,,,,,,,20,52,,,,,16,4,,,,,,,,,,,35,23,,,,,11,22,,,2,2,,,,,49,10,,,,,,,,,,,,,,,,,,,,,,
483,4310,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,,,,,,,,,,,,,15,37,185,81,,,,,,,,,2693,38,,,,,,,,,,,12,67,,,261,49,,,,,,,,,,,,,,,,,13,40,,,,,,,,,,,,,,,,,,,,,,,1,5,,,68,75,394,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,58,,,14,35,,,,,,,,,,,,,28,61,,,,,45,40,,,,,372,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53,,,,,,,,,,,,,,,,,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,29
9209,4192,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,,,,,,,,,,,,,27,24,406,51,,,,,,,,,2866,36,,,34,92,,,,,,,84,23,,,7,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,44,,,,,,,,,,,,,,,185,38,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,105,35,4,16,83,14,,,,,,,,,,,,,127,27,,,,,,,,,,,157,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,32,,,,,,,,,,,10,16,,,,,,,,,,,,,,,,,,,,,4,18,,,,,,,,,,,,,,,,,,,,,,
2399,4187,54,,,,,,,,,,,37,13,,,,,,,5,4,,,,,,,11,18,,,,,,,,,4,8,,,,,10,26,,,,,,,29,24,,,,,,,156,97,,,,,,,,,1513,59,7,11,1362,11,,,,,16,12,15,58,,,100,82,,,,,,,,,,,,,,,,,26,30,,,,,,,,,,,21,36,,,,,,,,,,,,,,,128,52,158,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,74,,,,,,,6,4,,,,,,,,,69,38,,,,,94,28,,,16,9,236,39,,,,,,,,,,,,,,,,,13,16,,,,,,,,,,,,,14,57,,,,,,,,,,,,,,,,,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,32
13713,4164,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18,,,,,,,,,,,,,43,21,819,26,,,,,,,,,1318,67,,,161,48,,,1,13,,,43,33,,,682,22,,,,,,,,,,,,,,,,,20,33,,,,,,,,,,,6,49,,,,,,,,,,,2,4,,,182,40,239,30,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,32,,,,,241,17,,,,,18,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,44,,,,,,,,,,,,,,,,,94,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,26
2086,3583,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,18,,,,,,,,,,,40,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,76,588,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,23,,,,,590,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,14
