,designer,winner,winner,winner,winner,nominated,nominated,nominated,nominated,recommended,recommended,recommended,recommended,sonderpreis,sonderpreis,sonderpreis,sonderpreis,all,all,all
75,Frank Nestel,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.27225,2,259
84,Peter Burley,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.26321,2,261
104579,Michael Loth,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.2392,2,262
217,Max J. Kobbert,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.23413,2,263
101,Michel Lalet,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.21876,2,264
7101,Rüdiger Koltze,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.18394,2,265
83,Niek Neuwahl,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.07315,2,266
221,Robert Abbott,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.0689,2,267
2790,Bernd Eisenstein,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.03962,2,268
108002,Dave Neale,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.01528,2,269
190,Spartaco Albertarelli,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6.00404,2,270
1106,Andrea Meyer,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5.93415,2,271
8795,Robert Doyle,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5.73241,2,272
254,Walter Müller,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5.56477,2,273
1130,Gerhard E. Kodys,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5.53817,2,274
609,Ferdinand Hein,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5.50767,2,275
2141,Dieter Drkosch,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.0,2,276
150,Thomas Lehmann,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,7.38781,2,277
64917,Mathieu Roussel,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,7.33923,2,278
2201,Kory Heath,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,7.11971,2,279
139861,Christian Kudahl,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,7.06989,2,280
61330,Emerson Matsuuchi,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,6.69703,2,281
101836,Carlo Bortolini,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,6.45715,2,282
3418,David Franck,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,6.4965,2,283
237,Wolfgang Lehmann,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,6.07854,2,284
106170,Jonathan Favre-Godal,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.9125,2,285
81298,Romaric Galonnier,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.72421,2,286
227,Bernhard Naegele,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.53875,2,287
275,Hartmut Witt,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5.5023,2,288
138517,Mathias Wigge,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,8.3539,2,289
59986,Daniele Tascini,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7.68121,2,290
103821,S J Macdonald,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7.65912,2,291
75577,Maxime Rambourg,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,6.49027,2,292
44378,Scott Frisco,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6.69806,2,293
3911,Steven Strumpf,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6.69806,2,293
5178,Klaus Miltenberger,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6.48142,2,295
68072,Quentin Weir,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5.63168,2,296
49760,Carlo Emanuele Lanzavecchia,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5.58075,2,297
8767,Felix Beukemann,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5.5439,2,298
2111,Liesbeth Bos,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5.52626,2,299
84381,Anna Oppolzer,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5.52275,2,300
77946,Stefan Kloß,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5.52275,2,300
93,Klaus Kreowski,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5.50158,2,302
4542,Angelika Lange,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.0,2,303
3524,Anja Wrede,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.0,2,303
4543,Jürgen Lange,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.0,2,303
12731,Kirsten Hiese,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.0,2,303
95323,Johan Benvenuto,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.76271,1,307
1018,Andreas Steding,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.47294,1,308
77890,Mikkel Bertelsen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.26119,1,309
133522,François Romain,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.24592,1,310
3302,Gord!,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.18862,1,311
73364,Jon Perry,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.17349,1,312
9495,Seiji Kanai,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.12271,1,313
37,Karsten Hartwig,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.10772,1,314
144139,Jules Messaud,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.04978,1,315
153553,Marcus Carleson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.01748,1,316
72830,宮野 華也 (Kaya Miyano),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.01686,1,317
162313,Laura Kudahl,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.96383,1,318
35026,Charlie Bink,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.96212,1,319
116182,Molly Johnson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.91401,1,320
116181,Robert Melvin,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.91401,1,320
116180,Shawn Stankewich,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.91401,1,320
167379,Alexi Piovesan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.90332,1,323
90882,Julien Prothière,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.90332,1,323
13391,Gavin Birnbaum,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.90173,1,325
8097,Malcolm Braff,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.87501,1,326
69462,Akihisa Okui,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.85351,1,327
43202,Joshua Buergel,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.85179,1,328
12461,Bruce Allen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.82998,1,329
4063,Kristian Amundsen Østby,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.75045,1,330
111439,Győri Zoltán Gábor,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.72822,1,331
1001,Bernard Tavitian,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.70766,1,332
10060,Steve Finn,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.67106,1,333
80,Duccio Vitale,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.62145,1,334
72460,Justin Kemppainen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.62145,1,334
78199,Alexandr Ushan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.59495,1,336
85851,Connor Reid,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.58399,1,337
76227,Dávid Turczi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.57608,1,338
35005,Vangelis Bagiartakis,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.57608,1,338
2815,Alvydas Jakeliunas,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.57166,1,340
921,Blaise Muller,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.56643,1,341
75618,Aya Taguchi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.55809,1,342
75617,Shun Taguchi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.55809,1,342
82544,佐藤 雄介 (Yusuke Sato),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.55092,1,344
264,Gerd Fenchel,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.52572,1,345
50567,Mary Flanagan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.50916,1,346
50566,Max Seidman,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.50916,1,346
49,Philippe Keyaerts,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.47022,1,348
5766,Stefan Risthaus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.42816,1,349
2118,Stephen Glenn,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.34054,1,350
162908,David King (II),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.29964,1,351
162910,Richard Hogg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.29964,1,351
162909,Ricky Haggett,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.29964,1,351
2286,Stefan Kögl,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.29715,1,354
2432,Francesco Rotta,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.24918,1,355
67071,David Thompson (I),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.23112,1,356
114258,Luka Krleža,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.22882,1,357
102,Laurent Levi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.21876,1,358
455,Hagen Dorgathen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.2145,1,359
4923,Christoph Cantzler,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.15155,1,360
3233,Brian Hersch,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.14287,1,361
10183,Din Li Tsan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.14174,1,362
111159,Christof Schilling,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.08972,1,363
111158,Dr. Hans Joachim Höh,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.08972,1,363
87,Wolfgang Lüdtke,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.08614,1,365
366,John Bohrer,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.0821,1,366
116981,Jeremy Posner,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.0606,1,367
12779,Matthias Schmitt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.05789,1,368
5363,Thomas Odenhoven,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.05789,1,368
144539,Clémentine Beauvais,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.01528,1,370
107969,Wojciech Grajkowski,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.98617,1,371
41794,Gary Kim,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.96349,1,372
7227,Jean-Michel Maman,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.95007,1,373
2729,Stefano Luperto,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.95007,1,373
3772,Erik Nielsen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.93415,1,375
108574,Josep Izquierdo Sánchez,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.93315,1,376
108743,Martí Lucas Feliu,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.93315,1,376
43874,Lauge Luchau,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.93081,1,378
488,H. Jean Vanaise,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.9134,1,379
42256,Andreas Kuhnekath-Häbler,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.89485,1,380
93322,David Spada,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.85524,1,381
154736,Paul-Henri Argiot,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.85188,1,382
20996,Elena Prette,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.83395,1,383
20997,Marianna Fulvi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.83395,1,383
9369,Martyn F,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.82747,1,385
904,Claude Soucie,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.81768,1,386
3004,André Zatz,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.7887,1,387
3005,Sérgio Halaban,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.7887,1,387
139,Horst-Rainer Rösner,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.78622,1,389
153086,Thomas Weber (III),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.7846,1,390
3569,Eiji Wakasugi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.78191,1,391
59211,Hiroaki Suzuki,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.78191,1,391
57468,Frank Bebenroth,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.77102,1,393
1307,Brigitte Ditt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76928,1,394
1308,Wolfgang Ditt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76928,1,394
165,Mick Ado,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76771,1,396
3082,Jeff Smets,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76103,1,397
3548,R. Wayne Schmittberger,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76103,1,397
180,Bertram Kaes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76063,1,399
60012,Patrick Zuidhof,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76039,1,400
49795,Ronald Hoekstra,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76039,1,400
3973,Thomas Jansen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.76039,1,400
11797,Christof Tisch,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.73584,1,403
8679,Heinz Wüppen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.73061,1,404
6076,Christian Fiore,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.72462,1,405
5930,Knut Happel,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.72462,1,405
125005,Cécile Ziégler,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.72421,1,407
125003,Julie Dutois,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.72421,1,407
125004,Ludovic Simonet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.72421,1,407
200,Ben van Dijk,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.71145,1,410
199,Wil Dijkstra,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.71145,1,410
331,Wolfgang Werner,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.70399,1,412
218,Frederick A. Herschler,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.70093,1,413
146537,Tristan Williams,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.69268,1,414
45,Gilles Monnet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.67804,1,415
7204,David D'Arcey,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.67163,1,416
382,Frank Thibault,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.67163,1,416
8384,"G. W. ""Jerry"" D'Arcey",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.67163,1,416
1214,Pierre Jacquot,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.66837,1,419
90042,Daniel Fehr,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.65782,1,420
3063,Dieter Stein,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.63838,1,421
1126,Christian Freeling,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.63183,1,422
2077,Claude Weber,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.62314,1,423
2328,Roland Goslar,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.62285,1,424
2327,Tobias Goslar,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.62285,1,424
52026,Antonio Scrittore,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.60341,1,426
1205,Manfred Schuling,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.59762,1,427
114,Hanno Kuhn,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.58929,1,428
115,Wilfried Kuhn,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.58929,1,428
245,Ron Dubren,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.58795,1,430
29035,Hans-Peter Stoll,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.56792,1,431
193,Reinhard Herbert,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.55773,1,432
862,Björn Hölle,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.55211,1,433
4363,Teruo Matsumoto,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.54785,1,434
28051,A. Robert Moog,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.54715,1,435
1390,Scott A. Mednick,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.54715,1,435
5866,Adam Ritchey,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.54429,1,437
74724,Frank Warneke,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.54315,1,438
74723,Robert Witter,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.54315,1,438
1336,Michael Sohre,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.53895,1,440
513,Elke Flogaus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.5365,1,441
511,Kurt Feyerabend,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.5365,1,441
4323,Mario Papini,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.53041,1,443
2819,David Wells,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.52797,1,444
34,Bill Eberle,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.52717,1,445
35,Jack Kittredge,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.52717,1,445
36,Peter Olotka,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.52717,1,445
425,Werner Falkhof,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.52483,1,448
1429,Detlef Wendt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.52313,1,449
430,Herbert Schützdeller,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.52016,1,450
45564,Ralf-Peter Gebhardt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.51612,1,451
581,Michael Rüttinger,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.51525,1,452
387,Walter Ziser,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.51504,1,453
538,André François,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.5143,1,454
523,Peter Lewe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.51401,1,455
814,Karsten Adlung,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.51212,1,456
1356,Michael K. Lorrigan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.51092,1,457
1355,S. Ray,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.51092,1,457
839,Marco Donadoni,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50736,1,459
40631,Julien Sentis,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50627,1,460
6305,Frank Dyksterhuis,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50473,1,461
6304,Mark Wood,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50473,1,461
1388,Duilio Carpitella,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50414,1,463
5339,Kenneth Rand,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50318,1,464
855,Andreas Steiner,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.5023,1,465
782,Christian Raffeiner,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50174,1,466
783,Helmut Walch,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50174,1,466
1176,Charles Lerue,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.50103,1,468
397,Richard K Morgan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.4997,1,469
2114,Wayne Bobette,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.49761,1,470
146,Helga Huber,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.48281,1,471
147,Hermann Huber,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.48281,1,471
911,Brian Taylor,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.47105,1,473
912,Peter Forbes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.47105,1,473
11050,Howard J. Morrison,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.10507,1,475
11051,Lenny Cope,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.10507,1,475
6430,Ralph Baer,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.10507,1,475
377,Gilbert Obermair,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
5307,Hans-Jörg Nürnberger,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
159,Henri Sala,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
1147,Knut-Michael Wolf,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
5340,Norbert Lechleitner,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
2684,Oded Berman,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
1480,Peter Pallat,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
5281,Rudolf Schweikert,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
5280,Wilfried Bauer,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,478
69802,Isaac Childres,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8.09336,1,487
4407,Helge Ostertag,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.85773,1,488
4300,Jens Drögemüller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.85773,1,488
108836,Tommaso Battista,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.83692,1,490
9307,Vladimír Suchý,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.77349,1,491
1533,Eric M. Lang,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.72015,1,492
126022,Jenny Iglesias,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.57834,1,493
88122,Kevin Riley,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.57834,1,493
72770,Nick Little (I),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.57834,1,493
142835,Kosch,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.45667,1,496
2748,Helmut Ohley,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.45662,1,497
1828,"Leonhard ""Lonny"" Orgler",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.45662,1,497
43218,Yohan Lemonnier,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.28509,1,499
123,John Cooper,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.11971,1,500
139860,Marvin Hegen,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.06989,1,501
14,Richard Garfield,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.06989,1,501
118,Skaff Elias,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.06989,1,501
52377,Nestore Mangone,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.02559,1,504
38335,Sébastien Dujardin,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.90658,1,505
79931,Fabien Riffaud,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.86227,1,506
2098,Juan Rodriguez,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.86227,1,506
145444,Gricha German,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.79572,1,508
76530,Martino Chiacchiera,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.74146,1,509
117987,Head Quarter Simulation Game Club,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.71123,1,510
105994,Claudia Partenheimer,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.58144,1,511
105995,Ralf Partenheimer,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.58144,1,511
51590,Greg Daigle,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.54973,1,513
76303,Masato Uesugi,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.53952,1,514
52007,Hope S. Hwang,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.37547,1,515
110148,Samuele Tabellini Ferrari,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.25899,1,516
110121,Vieri Masseini,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.25899,1,516
63549,Thomas Spitzer,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.09664,1,518
11567,Nicholas Cravotta,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.04323,1,519
12239,Rebecca Bleau,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.04323,1,519
